OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.81	988	32	32	96.76	0.00	454.45	37.54	0
OTU2	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	597	13	13	97.82	0.00	457.85	32.33	0
OTU3	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	396	8	8	97.98	0.00	458.37	30.33	0
OTU4	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	314	6	6	98.09	0.00	457.89	37.99	0
OTU5	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	230	5	5	97.83	0.00	457.58	31.25	0
OTU6	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	156	9	9	94.23	0.00	457.08	32.9	0
OTU7	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.58	132	5	5	96.21	0.00	457.94	26.82	0
OTU8	Arthropoda	Insecta	Diptera					92.94	94	4	4	95.74	0.00	457.44	32.35	0
OTU9	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep5405	95.40	86	2	2	97.67	0.00	458.07	32.98	0
OTU10	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga sp	96.32	81	6	6	92.59	0.00	458.48	38.21	0
OTU11								0.00	78	3	1	96.15	66.67	458	39.96	0
OTU12	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.47	65	3	3	95.38	0.00	457.72	33.66	0
OTU13								0.00	61	4	1	93.44	75.00	457.85	34.04	0
OTU14								0.00	51	4	1	92.16	75.00	438.41	35.16	0
OTU15	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep3631	93.22	47	3	3	93.62	0.00	457.55	29.94	0
OTU16	Arthropoda	Insecta	Coleoptera					91.87	45	2	2	95.56	0.00	456.82	35.9	0
OTU17	Arthropoda	Insecta	Psocodea	Psocidae				92.01	44	3	3	93.18	0.00	457.89	33.44	0
OTU18	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Metopina		97.94	44	4	4	90.91	0.00	457.98	38.33	0
OTU19	Arthropoda	Insecta	Lepidoptera	Gelechiidae		gelMalaise01	gelMalaise01 Malaise8081	94.75	44	3	3	93.18	0.00	457.82	27.99	0
OTU20								0.00	44	2	1	95.45	50.00	458.16	30.12	0
OTU21	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep408	97.81	42	3	3	92.86	0.00	457.6	31.25	0
OTU23								0.00	41	1	1	97.56	0.00	458	35.15	0
OTU22	Arthropoda	Insecta	Orthoptera	Gryllidae				90.79	41	2	2	95.12	0.00	458.27	35.85	0
OTU25	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	40	2	2	95.00	0.00	457.58	33.13	0
OTU24	Arthropoda	Insecta	Diptera	Sarcophagidae				90.59	40	2	2	95.00	0.00	457.58	34.09	0
OTU26	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.49	36	5	5	86.11	0.00	457.72	39.59	0
OTU27	Arthropoda	Insecta	Lepidoptera	Crambidae				90.59	31	2	2	93.55	0.00	458.16	31.43	0
OTU29	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				94.49	29	2	2	93.10	0.00	458.17	35.79	0
OTU28								0.00	29	2	1	93.10	50.00	458.45	37.95	0
OTU30	Arthropoda	Insecta	Diptera	Chironomidae				96.01	26	1	1	96.15	0.00	458	32.97	0
OTU32	Arthropoda	Insecta	Hemiptera	Cicadellidae				97.80	25	1	1	96.00	0.00	458	34.28	0
OTU31	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	25	2	2	92.00	0.00	456.64	33.51	0
OTU34								0.00	24	1	1	95.83	0.00	458	32.1	0
OTU33	Arthropoda	Insecta	Diptera	Cecidomyiidae				94.05	24	2	2	91.67	0.00	457.63	26	0
OTU35	Arthropoda	Insecta	Diptera	Cecidomyiidae				94.69	23	3	3	86.96	0.00	455.22	25.04	0
OTU36	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga panamana	90.15	22	2	2	90.91	0.00	458.5	35.33	0
OTU37								0.00	22	1	1	95.45	0.00	458	37.12	0
OTU38								0.00	21	2	1	90.48	50.00	458	37.12	0
OTU39	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha	Antaeotricha Janzen197	92.78	21	1	1	95.24	0.00	458	32.1	0
OTU40	Arthropoda	Insecta	Hemiptera					94.73	21	2	2	90.48	0.00	458.24	34.26	0
