OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.81	1525	50	50	96.72	0.00	453.81	37.5	0
OTU2	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	989	17	17	98.28	0.00	457.85	32.32	0
OTU3	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	688	15	15	97.82	0.00	458.4	30.32	0
OTU4	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	489	9	9	98.16	0.00	457.85	37.99	0
OTU5	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	301	5	5	98.34	0.00	457.7	31.24	0
OTU6	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	217	9	9	95.85	0.00	457.09	32.9	0
OTU7	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep5405	95.40	169	5	5	97.04	0.00	457.97	32.97	0
OTU8								0.00	168	16	1	90.48	93.75	405.77	35.07	0
OTU9	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.71	141	14	14	90.07	0.00	455.75	39.57	0
OTU10	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.58	133	8	8	93.98	0.00	457.92	26.82	0
OTU11								0.00	114	3	1	97.37	66.67	458.03	39.96	0
OTU12	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.47	112	2	2	98.21	0.00	457.63	33.65	0
OTU13	Arthropoda	Insecta	Lepidoptera	Crambidae				90.59	88	5	5	94.32	0.00	458.36	31.42	0
