OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	435	9	9	97.93	0.00	457.9	38	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga morganellaASolis02	97.95	307	26	26	91.53	0.00	426.01	38.6	0
OTU3								0.00	244	7	1	97.13	85.71	457.7	33.43	0
OTU4	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	225	7	7	96.89	0.00	457.98	32.31	0
OTU5	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	202	5	5	97.52	0.00	457.94	31.66	0
OTU6								0.00	134	9	1	93.28	88.89	457.35	45.19	0
OTU7	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus schneideri	96.71	129	4	4	96.90	0.00	457.95	34.07	0
OTU8								0.00	119	7	1	94.12	85.71	457.86	33.01	0
OTU9	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.62	118	4	4	96.61	0.00	457.81	31.32	0
OTU10	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	117	7	7	94.02	0.00	457.14	33.51	0
OTU11	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.59	105	5	5	95.24	0.00	457.9	33.6	0
OTU12	Arthropoda	Insecta	Psocodea	Psocidae				92.01	99	4	4	95.96	0.00	457.83	33.71	0
OTU13								0.00	92	2	1	97.83	50.00	457.61	38.24	0
OTU14								0.00	82	4	1	95.12	75.00	457.59	38.03	0
OTU15								0.00	70	8	1	88.57	87.50	457.74	34.18	0
OTU16	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.69	63	10	10	84.13	0.00	393.37	33.85	0
