OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	1496	29	29	98.06	0.00	458.43	30.33	0
OTU2								0.00	349	11	1	96.85	90.91	457.75	35.17	0
OTU3	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	215	8	8	96.28	0.00	457.73	38.23	0
OTU4	Arthropoda	Insecta	Lepidoptera	unclassified Lepidoptera		lepJanzen01	lepJanzen01 Janzen01	96.92	123	7	7	94.31	0.00	457.86	31.02	0
OTU5	Arthropoda	Insecta	Diptera					96.25	101	4	4	96.04	0.00	458.03	39.53	0
OTU6	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep3631	93.22	90	4	4	95.56	0.00	457.89	29.92	0
OTU7	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	90	4	4	95.56	0.00	456.93	29.78	0
OTU8								0.00	55	1	1	98.18	0.00	458	30.79	0
OTU9	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha	Antaeotricha Janzen245	94.08	55	2	2	96.36	0.00	457.18	31.97	0
OTU10	Arthropoda	Insecta	Lepidoptera					96.49	51	2	2	96.08	0.00	458.14	31.87	0
OTU11	Arthropoda	Insecta	Hemiptera					94.51	46	2	2	95.65	0.00	457.89	32.98	0
OTU12	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha		97.59	45	2	2	95.56	0.00	457.76	32.06	0
OTU14	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.69	44	6	6	86.36	0.00	394.98	33.73	0
OTU13	Arthropoda	Insecta	Diptera	Keroplatidae				92.76	44	3	3	93.18	0.00	457.82	29.92	0
OTU15	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	42	6	6	85.71	0.00	457.4	32.93	0
OTU16	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sinuatum	97.37	41	5	5	87.80	0.00	457.59	38.43	0
OTU17	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	36	3	3	91.67	0.00	458.03	31.66	0
OTU18								0.00	35	2	1	94.29	50.00	458.14	34.74	0
OTU19	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep207	94.53	34	3	3	91.18	0.00	458.09	32.98	0
OTU21	Arthropoda	Insecta	Lepidoptera	Cossidae	Hypoptinae	Langsdorfia	Langsdorfia luniferaDHJ03	96.71	34	2	2	94.12	0.00	457.62	35.4	0
OTU20	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				94.27	34	4	4	88.24	0.00	458	35.97	0
OTU22	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	33	3	3	90.91	0.00	457.03	33.52	0
OTU23								0.00	32	3	1	90.63	66.67	459.28	32.75	0
OTU24	Arthropoda	Insecta	Lepidoptera	Tineidae				95.38	30	2	2	93.33	0.00	458	31	0
OTU25	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	29	1	1	96.55	0.00	458	37.99	0
OTU27	Arthropoda	Insecta	Lepidoptera	Crambidae	Musotiminae	Albusambia	Albusambia sp. 1YB	90.15	27	1	1	96.30	0.00	458	32.75	0
OTU26	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	94.74	27	3	3	88.89	0.00	456.74	37.16	0
OTU30	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep1004	96.93	25	2	2	92.00	0.00	458.24	32.57	0
OTU29								0.00	25	1	1	96.00	0.00	458	29.26	0
OTU28	Arthropoda	Insecta	Lepidoptera	Tineidae				97.14	25	2	2	92.00	0.00	458	29.18	0
OTU32	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.49	24	3	3	87.50	0.00	457.96	39.52	0
OTU31	Arthropoda	Insecta	Lepidoptera	Tineidae				90.81	24	2	2	91.67	0.00	458.29	31.64	0
OTU34								0.00	22	3	1	86.36	66.67	457.77	33.42	0
OTU35	Arthropoda	Insecta	Diptera	Cecidomyiidae				90.11	22	2	2	90.91	0.00	457.64	27.1	0
OTU33	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Ostha	Ostha Janzen249	90.57	22	1	1	95.45	0.00	457	35.23	0
OTU36	Arthropoda	Insecta	Diptera					95.59	18	1	1	94.44	0.00	458	24.67	0
OTU37	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Metopina		97.94	18	2	2	88.89	0.00	458	38.23	0
OTU38	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	17	2	2	88.24	0.00	457.65	33.14	0
OTU39	Arthropoda	Insecta	Diptera	Phoridae				92.11	17	2	2	88.24	0.00	457.71	32.34	0
OTU41	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae			90.15	16	2	2	87.50	0.00	458.31	31.42	0
OTU40	Arthropoda	Insecta	Lepidoptera					94.75	16	1	1	93.75	0.00	458	29.48	0
OTU42	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.36	15	1	1	93.33	0.00	458	26.86	0
OTU44	Arthropoda	Insecta	Diptera	Chironomidae				96.04	14	1	1	92.86	0.00	458	36.9	0
OTU43	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep262	96.27	14	1	1	92.86	0.00	458	30.35	0
OTU45								0.00	12	2	1	83.33	50.00	458.42	33.68	0
OTU49								0.00	11	2	1	81.82	50.00	457.55	39.12	0
OTU48	Arthropoda	Insecta	Lepidoptera	Gelechiidae				94.09	11	1	1	90.91	0.00	458	30.13	0
OTU47								0.00	11	1	1	90.91	0.00	458	30.57	0
OTU46	Arthropoda	Insecta	Coleoptera	Staphylinidae	Oxytelinae	Carpelimus		97.37	11	1	1	90.91	0.00	458	33.19	0
OTU50								0.00	11	2	1	81.82	50.00	457.45	32.35	0
OTU51	Arthropoda	Insecta	Diptera					95.15	11	1	1	90.91	0.00	458	40.17	0
OTU52	Arthropoda	Insecta	Lepidoptera					97.35	11	2	2	81.82	0.00	457.45	30.6	0
OTU53	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.00	10	1	1	90.00	0.00	458	25.55	0
OTU54	Arthropoda	Insecta	Hemiptera	Pentatomidae				91.23	10	1	1	90.00	0.00	458	34.06	0
