OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.58	755	20	20	97.35	0.00	458.04	33.84	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.49	444	29	29	93.47	0.00	452.09	39.67	0
OTU3	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	314	13	13	95.86	0.00	456.89	33.68	0
OTU4	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	201	7	7	96.52	0.00	457.85	37.61	0
OTU5	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	121	3	3	97.52	0.00	457.96	32.33	0
OTU6	Arthropoda	Insecta	Coleoptera	Tenebrionidae	Lagriinae			91.88	102	10	10	90.20	0.00	457.88	44.72	0
OTU7	Arthropoda	Insecta	Psocodea	Psocidae				92.01	99	4	4	95.96	0.00	457.87	33.42	0
OTU8	Arthropoda	Insecta	Lepidoptera	Limacodidae				95.15	96	8	8	91.67	0.00	457.06	29.86	0
OTU9								0.00	83	2	1	97.59	50.00	457.87	35.16	0
OTU10	Arthropoda	Insecta	Lepidoptera	Crambidae	Spilomelinae	Neoleucinodes	Neoleucinodes torvis	93.65	71	3	3	95.77	0.00	457.82	31.89	0
OTU11	Arthropoda	Insecta	Coleoptera	Chelonariidae				91.56	71	5	5	92.96	0.00	458.03	34.92	0
OTU12	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga densata	97.52	55	4	4	92.73	0.00	456.78	36.95	0
OTU13	Arthropoda	Insecta	Lepidoptera					94.07	47	2	2	95.74	0.00	457.83	36.48	0
OTU14	Arthropoda	Insecta	Lepidoptera					90.59	46	2	2	95.65	0.00	458.11	29.71	0
OTU15	Arthropoda	Insecta	Coleoptera					97.80	35	2	2	94.29	0.00	458	40.77	0
OTU16								0.00	28	2	1	92.86	50.00	457.54	29.07	0
OTU17								0.00	25	3	1	88.00	66.67	457.8	37.63	0
OTU18	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			96.49	25	2	2	92.00	0.00	458	35.48	0
OTU19	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Nothomicrodon	Nothomicrodon sp. 1 GS-2016	90.81	24	3	3	87.50	0.00	457.75	32.55	0
OTU20	Arthropoda	Insecta	Lepidoptera	Tineidae				95.38	20	1	1	95.00	0.00	458	31	0
OTU21	Arthropoda	Insecta	Lepidoptera	Tineidae				95.37	19	2	2	89.47	0.00	458	33.27	0
OTU22	Arthropoda	Insecta	Diptera	Sphaeroceridae	Limosininae	Archiceroptera	Archiceroptera highhells_SP	95.40	18	1	1	94.44	0.00	458	37.12	0
OTU23								0.00	16	2	1	87.50	50.00	217	37.47	0
OTU25								0.00	15	2	1	86.67	50.00	457.53	35.41	0
OTU24	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				93.83	15	2	2	86.67	0.00	457.67	36.27	0
OTU27								0.00	15	2	1	86.67	50.00	457.6	40.65	0
OTU26								0.00	15	1	1	93.33	0.00	458	39.3	0
OTU29	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.41	14	1	1	92.86	0.00	458	25.98	0
OTU28								0.00	14	2	1	85.71	50.00	458.43	39.36	0
OTU30	Arthropoda	Insecta	Lepidoptera	Psychidae				93.61	13	2	2	84.62	0.00	457.62	32.56	0
OTU31								0.00	13	1	1	92.31	0.00	458	32.75	0
OTU32								0.00	12	1	1	91.67	0.00	458	35.15	0
OTU34	Arthropoda	Insecta	Coleoptera	Tenebrionidae				90.35	11	2	2	81.82	0.00	458.45	44.18	0
OTU33	Arthropoda	Insecta	Coleoptera	Nitidulidae				95.81	11	1	1	90.91	0.00	458	35.37	0
OTU36								0.00	10	1	1	90.00	0.00	458	27.51	0
OTU35	Arthropoda	Insecta	Diptera	Chloropidae				93.44	10	1	1	90.00	0.00	458	31.22	0
OTU37								0.00	10	2	1	80.00	50.00	457.5	35.19	0
OTU38								0.00	9	1	1	88.89	0.00	458	33.19	0
OTU39	Arthropoda	Insecta	Diptera	Tachinidae	Exoristinae	Prospherysa	Prospherysa Malaise8606	96.27	9	1	1	88.89	0.00	458	29.48	0
OTU42	Arthropoda	Insecta	Hemiptera	Derbidae	Derbinae	Omolicna	Omolicna latens	94.54	8	1	1	87.50	0.00	458	34.28	0
OTU41								0.00	8	1	1	87.50	0.00	458	31.66	0
OTU40	Arthropoda	Insecta	Diptera	Chloropidae				95.18	8	1	1	87.50	0.00	458	31.44	0
OTU46	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae			90.15	7	1	1	85.71	0.00	458	31.44	0
OTU45								0.00	7	1	1	85.71	0.00	458	34.72	0
OTU44								0.00	7	1	1	85.71	0.00	458	29.48	0
OTU43	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.47	7	1	1	85.71	0.00	458	33.62	0
OTU47	Arthropoda	Insecta	Coleoptera	Biphyllidae				94.93	6	1	1	83.33	0.00	458	38.86	0
OTU50	Arthropoda	Insecta	Lepidoptera	Erebidae				95.18	5	1	1	80.00	0.00	460	28.91	0
