OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	1393	24	1	98.28	95.83	457.34	40.61	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.58	984	21	21	97.87	0.00	458	33.83	0
OTU3	Arthropoda	Insecta	Lepidoptera	Limacodidae				95.15	795	45	45	94.34	0.00	425.75	30.04	0
OTU4	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	759	17	17	97.76	0.00	458.42	30.32	0
OTU5	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	345	18	18	94.78	0.00	457.02	33.52	0
OTU6	Arthropoda	Insecta	Blattodea	Blaberidae				96.05	142	7	7	95.07	0.00	458.01	35.3	0
OTU7	Arthropoda	Insecta	Lepidoptera	Cossidae	Hypoptinae	Langsdorfia	Langsdorfia luniferaDHJ03	96.92	137	4	4	97.08	0.00	457.74	34.51	0
OTU8	Arthropoda	Insecta	Lepidoptera					90.33	124	3	3	97.58	0.00	457.98	30.35	0
OTU9	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep168	95.84	105	3	3	97.14	0.00	457.61	31.24	0
OTU10								0.00	96	3	1	96.88	66.67	457.71	32.77	0
OTU11								0.00	84	3	1	96.43	66.67	458.07	30.56	0
OTU12	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	83	3	3	96.39	0.00	457.84	32.33	0
OTU13	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep5405	95.40	83	4	4	95.18	0.00	458.01	33.01	0
OTU14	Arthropoda	Insecta	Blattodea	Ectobiidae				95.43	81	3	3	96.30	0.00	458.01	28.38	0
OTU15								0.00	79	3	1	96.20	66.67	457.8	32.11	0
OTU16								0.00	70	5	1	92.86	80.00	457.19	33.62	0
OTU17								0.00	69	5	1	92.75	80.00	457.86	37.77	0
OTU18	Arthropoda	Insecta	Coleoptera	Tenebrionidae				91.87	67	7	7	89.55	0.00	457.93	45.06	0
OTU19								0.00	65	2	1	96.92	50.00	457.83	38.41	0
OTU20	Arthropoda	Insecta	Lepidoptera	unclassified Lepidoptera		lepJanzen01	lepJanzen01 Janzen01	96.49	64	4	4	93.75	0.00	458	30.62	0
OTU21	Arthropoda	Insecta	Lepidoptera					90.59	60	3	3	95.00	0.00	458.03	29.7	0
OTU22	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.59	50	2	2	96.00	0.00	458	34.19	0
OTU24	Arthropoda	Insecta	Coleoptera	Lycidae				97.79	41	3	3	92.68	0.00	457.85	37.25	0
OTU23	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				94.49	41	5	5	87.80	0.00	457.88	35.85	0
OTU25								0.00	36	2	1	94.44	50.00	457.86	33.2	0
OTU27	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes subclaraDHJ04	96.93	36	3	3	91.67	0.00	458.39	31.31	0
OTU26	Arthropoda	Insecta	Lepidoptera	Tineidae				95.15	36	4	4	88.89	0.00	458	33.56	0
OTU28								0.00	33	5	1	84.85	80.00	457.7	31.28	0
OTU29	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep1004	96.93	32	1	1	96.88	0.00	458	32.53	0
OTU30	Arthropoda	Insecta	Coleoptera	Chelonariidae				91.82	31	3	3	90.32	0.00	458	34.81	0
OTU31								0.00	30	2	1	93.33	50.00	457.27	31.77	0
OTU32	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae			90.15	28	4	3	85.71	25.00	458.54	31.44	0
OTU33	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes valida	92.78	28	1	1	96.43	0.00	458	33.19	0
OTU36	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			96.25	25	3	3	88.00	0.00	457.52	37.38	0
OTU34	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.00	25	1	1	96.00	0.00	458	25.55	0
OTU35	Arthropoda	Insecta	Psocodea	Psocidae				92.01	25	1	1	96.00	0.00	458	33.41	0
OTU37	Arthropoda	Insecta	Diptera					96.25	24	2	2	91.67	0.00	457.79	39.54	0
OTU38	Arthropoda	Insecta	Lepidoptera	Tineidae				95.38	23	1	1	95.65	0.00	458	31	0
OTU39								0.00	22	2	1	90.91	50.00	458.23	32.95	0
OTU41	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Dichomeridinae	Dichomeris	Dichomeris Janzen376	96.05	22	2	2	90.91	0.00	457.68	32.56	0
OTU40								0.00	22	2	1	90.91	50.00	458.23	32.95	0
