OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.58	1098	19	19	98.27	0.00	458.01	33.84	0
OTU2	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	354	7	7	98.02	0.00	457.9	32.32	0
OTU3								0.00	261	8	1	96.93	87.50	458.03	32.75	0
OTU4	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	248	6	6	97.58	0.00	457.87	31.67	0
OTU5	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			96.49	245	10	10	95.92	0.00	457.32	35.51	0
OTU6	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	229	7	7	96.94	0.00	457.78	38.24	0
OTU7	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	188	6	6	96.81	0.00	457.74	31.24	0
OTU8								0.00	180	8	1	95.56	87.50	457.82	33.47	0
OTU9	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Metopina		97.94	109	5	5	95.41	0.00	457.96	38.35	0
OTU10	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	82	2	2	97.56	0.00	457.91	38	0
OTU11	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga densata	97.30	58	3	3	94.83	0.00	456.71	37.18	0
OTU12	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.36	50	4	4	92.00	0.00	458	26.86	0
OTU13	Arthropoda	Insecta	Diptera					96.25	42	1	1	97.62	0.00	458	39.52	0
OTU14	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga sp	94.97	40	2	2	95.00	0.00	457.5	39.78	0
OTU15	Arthropoda	Insecta	Diptera	Phoridae				92.11	35	2	2	94.29	0.00	457.69	32.34	0
OTU16								0.00	35	3	1	91.43	66.67	457.89	37.78	0
OTU17	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep5500	94.97	32	2	2	93.75	0.00	457.63	30.59	0
OTU18	Arthropoda	Insecta	Diptera	Asilidae				92.32	27	3	3	88.89	0.00	458.3	33.82	0
OTU19	Arthropoda	Insecta	Lepidoptera					91.85	25	2	2	92.00	0.00	456.72	29.78	0
OTU20	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep725	96.71	25	2	2	92.00	0.00	457.32	31.05	0
OTU21	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	24	2	2	91.67	0.00	457.79	33.16	0
OTU22	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			90.33	23	2	2	91.30	0.00	457.78	33.42	0
OTU23								0.00	22	2	1	90.91	50.00	389.5	35.3	0
OTU25	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep1004	96.92	20	3	3	85.00	0.00	457.95	32.38	0
OTU24	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota sp	96.49	20	3	3	85.00	0.00	457.7	39.26	0
OTU27	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acontiinae	Chalenata	Chalenata Poole01	96.49	19	1	1	94.74	0.00	458	31.22	0
