OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.80	459	19	19	95.86	0.00	456.32	37.61	0
OTU2	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	195	8	8	95.90	0.00	458.51	30.32	0
OTU3	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	154	4	4	97.40	0.00	457.87	38	0
OTU4	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga sp	90.57	77	10	2	87.01	80.00	457.66	37.97	0
OTU5	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	66	5	5	92.42	0.00	457.88	38.2	0
OTU6	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	27	3	3	88.89	0.00	457	33.52	0
OTU8								0.00	26	3	1	88.46	66.67	457.54	37.99	0
OTU7	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep168	95.62	26	2	2	92.31	0.00	457.81	31.24	0
OTU9	Arthropoda	Insecta	Blattodea					94.49	22	2	2	90.91	0.00	457.68	30.15	0
OTU10								0.00	20	2	1	90.00	50.00	457.75	33.81	0
OTU11	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.49	17	2	2	88.24	0.00	457.65	31.68	0
OTU12	Arthropoda	Insecta	Psocodea	Psocidae				92.01	16	2	2	87.50	0.00	458	33.56	0
OTU13								0.00	16	3	1	81.25	66.67	376.06	32.29	0
OTU14	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Ostha	Ostha Janzen249	90.57	14	1	1	92.86	0.00	457	35.23	0
OTU15	Arthropoda	Insecta	Hemiptera	Derbidae		Oropuna		96.26	13	1	1	92.31	0.00	458	31.44	0
OTU16	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae			90.15	12	2	2	83.33	0.00	458.83	31.38	0
OTU17								0.00	12	2	1	83.33	50.00	457.5	29.29	0
OTU18	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Pero	Pero sp.	91.47	11	1	1	90.91	0.00	458	30.35	0
OTU19	Arthropoda	Insecta	Lepidoptera					91.85	11	2	2	81.82	0.00	457	29.66	0
OTU20	Arthropoda	Insecta	Lepidoptera					96.70	11	1	1	90.91	0.00	458	31.22	0
OTU21								0.00	8	1	1	87.50	0.00	458	29.04	0
OTU23								0.00	8	1	1	87.50	0.00	458	30.79	0
OTU22								0.00	8	1	1	87.50	0.00	245	31.84	0
OTU25	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep788	97.15	7	1	1	85.71	0.00	458	32.75	0
OTU24								0.00	7	1	1	85.71	0.00	458	35.37	0
OTU27	Arthropoda	Insecta	Coleoptera	Tenebrionidae				90.35	7	1	1	85.71	0.00	458	44.1	0
OTU26								0.00	7	1	1	85.71	0.00	458	39.3	0
OTU34	Arthropoda	Insecta	Coleoptera					91.45	6	1	1	83.33	0.00	458	30.13	0
OTU35								0.00	6	1	1	83.33	0.00	458	39.3	0
OTU32	Arthropoda	Insecta	Diptera	Sciaridae				94.49	6	1	1	83.33	0.00	458	37.34	0
OTU33								0.00	6	1	1	83.33	0.00	458	34.72	0
OTU30	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota sp	95.84	6	1	1	83.33	0.00	458	39.96	0
OTU31								0.00	6	1	1	83.33	0.00	458	31.44	0
OTU29	Arthropoda	Arachnida	Araneae	Cheiracanthiidae		Eutichurus	Eutichurus sp. 1 FML	91.47	6	1	1	83.33	0.00	458	29.91	0
OTU28								0.00	6	1	1	83.33	0.00	459	35.29	0
OTU38	Arthropoda	Insecta	Lepidoptera	Tineidae				97.31	5	1	1	80.00	0.00	455	31.87	0
OTU39	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.41	5	1	1	80.00	0.00	458	25.98	0
OTU36								0.00	5	1	1	80.00	0.00	255	25.1	0
OTU37	Arthropoda	Insecta	Lepidoptera	Tineidae				91.67	5	1	1	80.00	0.00	458	36.03	0
OTU47	Arthropoda	Insecta	Lepidoptera	Noctuidae				96.27	5	1	1	80.00	0.00	458	30.79	0
OTU46								0.00	5	1	1	80.00	0.00	457	38.29	0
OTU45	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			96.25	5	1	1	80.00	0.00	458	37.34	0
OTU44								0.00	5	1	1	80.00	0.00	245	32.65	0
OTU43								0.00	5	1	1	80.00	0.00	458	29.69	0
OTU42	Arthropoda	Insecta	Diptera	Phoridae				96.70	5	1	1	80.00	0.00	458	35.37	0
OTU41	Arthropoda	Insecta	Coleoptera					97.80	5	1	1	80.00	0.00	458	40.61	0
OTU40								0.00	5	1	1	80.00	0.00	460	32.83	0
