OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.58	1737	28	28	98.39	0.00	458.03	33.84	0
OTU2	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	535	14	14	97.38	0.00	457.83	32.33	0
OTU3								0.00	497	15	1	96.98	93.33	458.02	32.76	0
OTU4	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			96.49	445	17	17	96.18	0.00	457.95	35.48	0
OTU5	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	411	9	9	97.81	0.00	457.96	31.66	0
OTU6	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	390	11	11	97.18	0.00	457.73	38.22	0
OTU7								0.00	315	8	1	97.46	87.50	457.98	33.46	0
OTU8	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	238	6	6	97.48	0.00	457.76	31.24	0
OTU9	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Metopina		97.94	199	9	9	95.48	0.00	457.93	38.36	0
OTU10	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	119	4	4	96.64	0.00	457.8	38	0
OTU11	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga densata	97.30	97	6	6	93.81	0.00	456.48	37.15	0
OTU12	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.36	90	4	4	95.56	0.00	458	26.85	0
OTU13	Arthropoda	Insecta	Diptera					92.94	86	5	5	94.19	0.00	457.34	32.36	0
OTU14	Arthropoda	Insecta	Diptera	Cecidomyiidae				94.69	74	4	4	94.59	0.00	455.14	25.08	0
OTU15	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga sp	95.06	61	5	5	91.80	0.00	449.75	39.63	0
OTU16	Arthropoda	Insecta	Diptera					96.25	61	2	2	96.72	0.00	457.9	39.53	0
OTU17								0.00	54	3	1	94.44	66.67	457.78	37.79	0
OTU18	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	52	4	4	92.31	0.00	456.9	29.79	0
OTU19	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			90.33	50	2	2	96.00	0.00	457.88	33.41	0
OTU20	Arthropoda	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae	Culicoides		94.93	49	3	3	93.88	0.00	457.82	34.69	0
OTU21								0.00	43	2	1	95.35	50.00	457.84	37.13	0
OTU22	Arthropoda	Insecta	Lepidoptera	Lasiocampidae	Poecilocampinae	Euglyphis	Euglyphis libnitesJMR01	95.40	40	4	4	90.00	0.00	457.48	33.66	0
OTU23	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.59	39	2	2	94.87	0.00	458	34.2	0
OTU24	Arthropoda	Insecta	Diptera	Asilidae				92.32	38	4	4	89.47	0.00	458.16	33.83	0
OTU25	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Phaneropterinae	Microcentrum		97.57	36	2	2	94.44	0.00	457.86	41.28	0
OTU27	Arthropoda	Insecta	Lepidoptera	Gelechiidae		gelMalaise01	gelMalaise01 Malaise8081	94.75	36	4	4	88.89	0.00	457.53	28.01	0
OTU26	Arthropoda	Insecta	Lepidoptera	Noctuidae	Acontiinae	Chalenata	Chalenata Poole01	96.49	36	1	1	97.22	0.00	458	31.22	0
OTU30	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	34	3	3	91.18	0.00	457.79	33.16	0
OTU29	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Tmetomorpha	Tmetomorpha bitias	91.01	34	4	4	88.24	0.00	457.38	31.05	0
OTU28	Arthropoda	Insecta	Coleoptera	Carabidae				96.92	34	4	4	88.24	0.00	457.62	34.35	0
OTU31	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.00	33	2	2	93.94	0.00	457.85	25.55	0
OTU32	Arthropoda	Insecta	Diptera	Cecidomyiidae				94.05	32	3	3	90.63	0.00	457.66	26.05	0
OTU33								0.00	32	1	1	96.88	0.00	276	42.39	0
OTU36	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	31	2	2	93.55	0.00	457.71	37.58	0
OTU34	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep725	96.71	31	2	2	93.55	0.00	457.45	31.04	0
OTU35								0.00	31	2	1	93.55	50.00	457.84	35.38	0
OTU38	Arthropoda	Insecta	Hemiptera	Cicadellidae				97.80	29	1	1	96.55	0.00	458	34.28	0
OTU37								0.00	29	3	1	89.66	66.67	458.21	30.85	0
OTU39								0.00	28	2	1	92.86	50.00	457.82	35.74	0
OTU40	Arthropoda	Insecta	Lepidoptera	Erebidae		ereBioLep01	ereBioLep01 BioLep656	96.27	28	1	1	96.43	0.00	458	30.57	0
OTU43	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Prolimacodes	Prolimacodes badiaDHJ03	96.27	26	2	2	92.31	0.00	458.19	34.74	0
OTU42	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.47	26	3	3	88.46	0.00	457.69	33.95	0
OTU41	Arthropoda	Insecta	Psocodea	Psocidae				92.01	26	1	1	96.15	0.00	458	33.41	0
OTU44	Arthropoda	Insecta	Hemiptera					90.35	24	1	1	95.83	0.00	458	34.72	0
OTU46								0.00	23	3	1	86.96	66.67	421.48	35.12	0
OTU45	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			96.25	23	2	2	91.30	0.00	457.7	37.36	0
OTU49	Arthropoda	Insecta	Psocodea	Cladiopsocidae				92.11	22	1	1	95.45	0.00	458	38.21	0
OTU48	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	22	3	3	86.36	0.00	456.5	32.91	0
OTU47	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	22	4	4	81.82	0.00	457	33.63	0
OTU50								0.00	21	2	1	90.48	50.00	457.71	33.43	0
OTU51								0.00	21	2	1	90.48	50.00	389.52	35.31	0
OTU52	Arthropoda	Insecta	Diptera	Ceratopogonidae				95.38	21	2	2	90.48	0.00	458.24	33.83	0
OTU53								0.00	21	1	1	95.24	0.00	458	40.39	0
OTU54	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				93.83	20	2	2	90.00	0.00	457.7	36.27	0
OTU55	Arthropoda	Insecta	Lepidoptera					97.36	20	3	3	85.00	0.00	457.85	29.49	0
OTU56	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep5500	94.97	19	2	2	89.47	0.00	457.53	30.6	0
OTU57	Arthropoda	Insecta	Diptera	Cecidomyiidae				90.11	19	1	1	94.74	0.00	458	27.07	0
OTU58	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae			96.50	18	2	2	88.89	0.00	457.61	29.28	0
OTU59								0.00	18	2	1	88.89	50.00	457.33	39.36	0
OTU60	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	Lascoria	Lascoria sp.	94.09	17	1	1	94.12	0.00	458	30.79	0
OTU61	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				94.49	16	1	1	93.75	0.00	458	35.81	0
OTU63	Arthropoda	Insecta	Orthoptera	Tettigoniidae	Phaneropterinae	Steirodon	Steirodon sandrae	91.48	16	1	1	93.75	0.00	458	42.79	0
OTU62	Arthropoda	Insecta	Coleoptera	Scraptiidae				91.25	16	1	1	93.75	0.00	458	34.28	0
OTU64	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep1004	96.93	16	1	1	93.75	0.00	458	32.53	0
OTU65	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota sp	96.49	15	2	2	86.67	0.00	457.67	39.33	0
OTU67	Arthropoda	Insecta	Lepidoptera	Tineidae				95.38	15	1	1	93.33	0.00	458	31	0
OTU66	Arthropoda	Insecta	Hemiptera	Rhyparochromidae				92.95	15	2	2	86.67	0.00	457.33	40.67	0
OTU69								0.00	15	3	1	80.00	66.67	458	34.28	0
OTU68	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae			90.59	15	1	1	93.33	0.00	458	31	0
OTU72								0.00	14	1	1	92.86	0.00	458	35.37	0
OTU70								0.00	14	2	1	85.71	50.00	458	33.44	0
OTU71								0.00	14	2	1	85.71	50.00	457.57	33.22	0
OTU73	Arthropoda	Insecta	Lepidoptera					97.57	13	2	2	84.62	0.00	457.46	30.82	0
OTU74								0.00	13	1	1	92.31	0.00	458	38.43	0
OTU75								0.00	13	1	1	92.31	0.00	458	31.88	0
OTU76	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae			90.15	12	2	2	83.33	0.00	458	31.33	0
OTU77	Arthropoda	Insecta	Lepidoptera	Gelechiidae				90.79	12	1	1	91.67	0.00	458	31.66	0
OTU78	Arthropoda	Insecta	Diptera	Cecidomyiidae				91.90	12	1	1	91.67	0.00	458	25.55	0
OTU79								0.00	12	2	1	83.33	50.00	458	30.46	0
OTU83	Arthropoda	Insecta	Lepidoptera	Gelechiidae				96.64	11	2	2	81.82	0.00	457.45	29.73	0
OTU82	Arthropoda	Insecta	Lepidoptera	Geometridae	Sterrhinae	Idaea	Idaea muscifasciata	97.81	11	2	2	81.82	0.00	458.45	30.32	0
OTU81	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Sanys	Sanys Poole01	91.25	11	1	1	90.91	0.00	458	31.88	0
OTU80	Arthropoda	Insecta	Diptera	Chironomidae				96.01	11	1	1	90.91	0.00	458	32.97	0
