OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	236	10	10	95.76	0.00	456.98	33.64	0
OTU2	Arthropoda	Insecta	Orthoptera	Gryllidae				90.57	201	4	4	98.01	0.00	458.03	36.06	0
OTU3	Arthropoda	Insecta	Lepidoptera					94.96	113	6	6	94.69	0.00	457.85	29.5	0
OTU4	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	106	10	10	90.57	0.00	438.08	29.88	0
OTU5	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae			96.71	78	7	7	91.03	0.00	457.6	29.24	0
OTU6	Arthropoda	Insecta	Lepidoptera					90.33	74	3	3	95.95	0.00	458.14	30.34	0
OTU7	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	72	6	6	91.67	0.00	457.51	32.94	0
OTU8								0.00	67	3	1	95.52	66.67	457.69	41.49	0
OTU9								0.00	62	1	1	98.39	0.00	458	35.37	0
OTU10								0.00	61	3	1	95.08	66.67	457.85	33	0
OTU11	Arthropoda	Insecta	Lepidoptera	Gelechiidae		gelBioLep01	gelBioLep01 BioLep1366	90.59	60	2	2	96.67	0.00	457.9	29.48	0
OTU12								0.00	60	2	1	96.67	50.00	457.45	38.47	0
OTU14	Arthropoda	Insecta	Coleoptera	Tenebrionidae				91.65	49	5	5	89.80	0.00	457.9	44.97	0
OTU13	Arthropoda	Insecta	Coleoptera	Chelonariidae				95.15	49	4	4	91.84	0.00	457.27	36.08	0
OTU15								0.00	47	2	1	95.74	50.00	457.66	30.59	0
OTU16	Arthropoda	Insecta	Diptera					96.25	45	1	1	97.78	0.00	458	39.52	0
OTU17	Arthropoda	Insecta	Lepidoptera					95.15	45	3	3	93.33	0.00	457.56	30.74	0
OTU18	Arthropoda	Insecta	Lepidoptera	Crambidae				90.59	44	3	3	93.18	0.00	458.55	31.4	0
OTU19	Arthropoda	Insecta	Lepidoptera					96.04	43	6	6	86.05	0.00	406.49	31.12	0
OTU20	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.83	41	2	2	95.12	0.00	457.63	31.39	0
OTU21	Arthropoda	Insecta	Coleoptera	Lycidae				97.57	35	2	2	94.29	0.00	457.74	37.36	0
OTU22								0.00	34	2	1	94.12	50.00	457.74	38.23	0
OTU23								0.00	32	2	1	93.75	50.00	457.63	40.86	0
OTU25								0.00	29	2	1	93.10	50.00	457.62	28.19	0
OTU24								0.00	29	3	1	89.66	66.67	458.21	33.39	0
OTU27	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus valdecostatus	96.64	27	1	1	96.30	0.00	458	34.06	0
OTU26	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae			90.37	27	4	4	85.19	0.00	458.22	31.25	0
OTU28								0.00	25	2	1	92.00	50.00	457.68	32.34	0
OTU32	Arthropoda	Insecta	Psocodea	Psocidae				92.01	24	4	4	83.33	0.00	449.46	33.29	0
OTU30	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	Balinskyia	Balinskyia apidis	90.57	24	2	2	91.67	0.00	457.71	33.15	0
OTU31	Arthropoda	Insecta	Lepidoptera					92.59	24	2	2	91.67	0.00	458.21	32.35	0
OTU29	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.81	24	2	2	91.67	0.00	457.63	24.04	0
OTU34								0.00	23	2	1	91.30	50.00	458.48	34.03	0
OTU35								0.00	23	2	1	91.30	50.00	457.78	37.57	0
