OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	693	23	23	96.68	0.00	456.97	33.6	0
OTU2	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae			96.92	512	14	14	97.27	0.00	457.4	29.25	0
OTU3	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	328	21	21	93.60	0.00	425.63	29.99	0
OTU4	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.71	324	27	27	91.67	0.00	449.64	39.68	0
OTU5	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	236	11	11	95.34	0.00	457.55	31.28	0
OTU6	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	202	7	7	96.53	0.00	458.45	30.32	0
OTU7	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.59	193	9	9	95.34	0.00	458	34.4	0
OTU8	Arthropoda	Insecta	Blattodea					94.51	170	5	5	97.06	0.00	457.58	30.16	0
OTU9	Arthropoda	Insecta	Coleoptera	Tenebrionidae				91.65	122	9	9	92.62	0.00	457.97	44.89	0
OTU10	Arthropoda	Insecta	Coleoptera	Curculionidae				90.13	106	3	3	97.17	0.00	457.96	31.01	0
OTU11								0.00	96	4	1	95.83	75.00	457.79	35.16	0
OTU12								0.00	80	3	1	96.25	66.67	458.04	31.03	0
OTU13	Arthropoda	Insecta	Hemiptera	Cicadellidae				97.80	79	4	4	94.94	0.00	458	34.16	0
OTU14	Arthropoda	Insecta	Diptera					96.25	77	2	2	97.40	0.00	458.09	39.51	0
OTU15								0.00	61	3	1	95.08	66.67	457.77	35.39	0
OTU16								0.00	57	4	1	92.98	75.00	459.02	32.75	0
OTU17	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae			94.29	57	3	3	94.74	0.00	457.79	32.31	0
OTU18	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				93.83	56	3	3	94.64	0.00	457.84	36.22	0
OTU19	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	53	4	4	92.45	0.00	457.85	38.23	0
OTU20	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.69	53	9	9	83.02	0.00	388.32	34.11	0
OTU21	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes subclaraDHJ04	96.93	49	3	3	93.88	0.00	458.14	31.28	0
OTU22	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep5405	95.40	48	1	1	97.92	0.00	458	32.97	0
OTU23								0.00	47	4	1	91.49	75.00	457.79	32.98	0
OTU24	Arthropoda	Insecta	Diptera	Cecidomyiidae	Cecidomyiinae			93.23	42	3	3	92.86	0.00	457.83	25.52	0
OTU25	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Megalopyginae	Megalopyge	Megalopyge Janzen03	96.74	39	4	4	89.74	0.00	457.79	32.36	0
OTU26								0.00	32	2	1	93.75	50.00	458.28	33.6	0
OTU27	Arthropoda	Insecta	Diptera	Cecidomyiidae				90.97	31	3	3	90.32	0.00	457.48	27.1	0
OTU28								0.00	30	1	1	96.67	0.00	458	42.14	0
OTU29	Arthropoda	Insecta	Coleoptera	Tenebrionidae				92.53	28	3	3	89.29	0.00	458.21	45.11	0
OTU32								0.00	26	2	1	92.31	50.00	458.19	44.35	0
