OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	733	10	1	98.64	90.00	457.97	33.84	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.59	421	14	14	96.67	0.00	458.05	33.81	0
OTU3	Arthropoda	Insecta	Lepidoptera					94.51	154	4	4	97.40	0.00	457.84	36.93	0
OTU4	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	125	5	5	96.00	0.00	457.74	31.2	0
OTU5	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	98	5	5	94.90	0.00	457.05	29.77	0
OTU6	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.68	88	7	7	92.05	0.00	457.69	33.64	0
OTU7	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	85	4	4	95.29	0.00	457.76	38.22	0
OTU8	Arthropoda	Insecta	Lepidoptera					90.59	75	4	4	94.67	0.00	457.87	29.69	0
OTU9	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep725	96.71	62	2	2	96.77	0.00	457.53	31.04	0
OTU10	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	60	3	3	95.00	0.00	458.07	31.65	0
OTU11	Arthropoda	Insecta	Lepidoptera					94.07	58	3	3	94.83	0.00	457.97	36.47	0
OTU12	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep3631	93.22	54	3	3	94.44	0.00	457.78	29.93	0
OTU13								0.00	52	2	1	96.15	50.00	458.6	34.8	0
OTU14	Arthropoda	Insecta	Diptera					96.25	51	1	1	98.04	0.00	458	39.52	0
OTU16	Arthropoda	Insecta	Lepidoptera	Tineidae	Acrolophinae	Acrolophus	Acrolophus pyramellus	91.03	47	2	2	95.74	0.00	458.23	34.31	0
OTU15	Arthropoda	Insecta	Diptera	Psychodidae				97.36	47	2	2	95.74	0.00	458.11	34.27	0
OTU17	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	33	3	3	90.91	0.00	456.79	33.67	0
OTU18								0.00	32	2	1	93.75	50.00	458	35.11	0
OTU20								0.00	31	2	1	93.55	50.00	458	34.72	0
OTU19	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Melanolophia	Melanolophia sp.	91.47	31	2	2	93.55	0.00	457.68	29.5	0
OTU21	Arthropoda	Insecta	Diptera	Phoridae				92.11	30	2	2	93.33	0.00	457.63	32.34	0
OTU22	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Stenoma		97.58	28	4	4	85.71	0.00	458.04	34.06	0
OTU23	Arthropoda	Insecta	Lepidoptera	Tineidae				91.90	26	2	2	92.31	0.00	458.23	31.43	0
OTU25	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Metopina		97.94	24	2	2	91.67	0.00	458.29	38.47	0
OTU24								0.00	24	2	1	91.67	50.00	217	37.33	0
OTU26								0.00	20	3	1	85.00	66.67	458.3	33.82	0
OTU27	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	19	2	2	89.47	0.00	457.74	33.21	0
OTU29	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga panamana	90.15	17	2	2	88.24	0.00	458.35	35.34	0
OTU28	Arthropoda	Insecta	Psocodea	Psocidae				92.01	17	1	1	94.12	0.00	458	33.41	0
OTU30								0.00	16	1	1	93.75	0.00	458	35.15	0
OTU31	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Dynastinae	Cyclocephala	Cyclocephala carbonaria	97.39	15	2	2	86.67	0.00	457.6	32.34	0
OTU32								0.00	14	1	1	92.86	0.00	458	40.61	0
OTU33	Arthropoda	Insecta	Lepidoptera					94.31	13	1	1	92.31	0.00	458	32.31	0
OTU34	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes subclaraDHJ04	96.93	12	2	2	83.33	0.00	458.42	31.29	0
OTU35	Arthropoda	Insecta	Diptera	Milichiidae	Phyllomyzinae	Phyllomyza		91.43	12	2	2	83.33	0.00	458.5	28.79	0
OTU38								0.00	11	1	1	90.91	0.00	152	35.53	0
OTU36	Arthropoda	Insecta	Coleoptera	Lampyridae				97.13	11	1	1	90.91	0.00	458	31.66	0
OTU37	Arthropoda	Insecta	Hemiptera					97.14	11	1	1	90.91	0.00	458	32.53	0
OTU39								0.00	10	1	1	90.00	0.00	458	29.26	0
OTU45	Arthropoda	Insecta	Diptera	Cecidomyiidae				90.11	10	1	1	90.00	0.00	458	27.07	0
OTU44	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.49	10	2	2	80.00	0.00	457.5	39.56	0
OTU43	Arthropoda	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae	Culicoides		94.71	10	2	2	80.00	0.00	458	34.83	0
OTU42	Arthropoda	Insecta	Lepidoptera	Depressariidae				95.18	10	1	1	90.00	0.00	458	34.72	0
OTU41								0.00	10	1	1	90.00	0.00	276	42.39	0
OTU40								0.00	10	1	1	90.00	0.00	458	32.1	0
OTU50	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.00	8	1	1	87.50	0.00	458	25.55	0
OTU51								0.00	8	1	1	87.50	0.00	458	30.35	0
OTU49								0.00	8	1	1	87.50	0.00	458	31.44	0
OTU48	Arthropoda	Insecta	Hemiptera	Derbidae		Herpis	Herpis sp. BWB-2020	91.70	8	1	1	87.50	0.00	458	31	0
OTU47	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep1004	96.93	8	1	1	87.50	0.00	458	32.53	0
OTU46	Arthropoda	Insecta	Diptera	Chironomidae				96.01	8	1	1	87.50	0.00	458	32.97	0
OTU54	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep275	95.40	7	1	1	85.71	0.00	458	31.44	0
