OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	673	11	1	98.37	90.91	457.99	33.85	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.59	373	10	10	97.32	0.00	458.02	33.81	0
OTU3	Arthropoda	Insecta	Lepidoptera					94.51	157	4	4	97.45	0.00	457.75	36.93	0
OTU4	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.68	110	8	8	92.73	0.00	457.64	33.68	0
OTU5	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	107	5	5	95.33	0.00	457.09	29.77	0
OTU6	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	102	4	4	96.08	0.00	457.82	31.2	0
OTU7	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	79	3	3	96.20	0.00	457.77	38.21	0
OTU8	Arthropoda	Insecta	Lepidoptera	Tineidae	Acrolophinae	Acrolophus	Acrolophus pyramellus	91.03	74	3	3	95.95	0.00	457.89	34.3	0
OTU9								0.00	70	7	1	90.00	85.71	447.56	34.81	0
OTU10	Arthropoda	Insecta	Lepidoptera					94.07	55	3	3	94.55	0.00	458.22	36.49	0
OTU11	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep725	96.71	54	2	2	96.30	0.00	457.44	31.04	0
OTU12	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	47	2	2	95.74	0.00	458.19	31.65	0
OTU13	Arthropoda	Insecta	Diptera					96.25	43	1	1	97.67	0.00	458	39.52	0
OTU14	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Metopina		97.94	35	3	3	91.43	0.00	457.97	38.42	0
OTU15	Arthropoda	Insecta	Diptera	Psychodidae				97.36	34	1	1	97.06	0.00	458	34.28	0
OTU16	Arthropoda	Insecta	Diptera					92.94	32	3	3	90.63	0.00	457.47	32.35	0
OTU17								0.00	32	1	1	96.88	0.00	458	35.15	0
OTU19	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Melanolophia	Melanolophia sp.	91.47	31	3	3	90.32	0.00	457.45	29.51	0
OTU18								0.00	31	2	1	93.55	50.00	458.81	34.83	0
OTU20	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	29	3	3	89.66	0.00	457.21	33.68	0
OTU21								0.00	29	4	1	86.21	75.00	458.28	33.78	0
OTU22	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep3631	93.22	29	1	1	96.55	0.00	458	29.91	0
OTU23								0.00	28	1	1	96.43	0.00	276	42.39	0
OTU24	Arthropoda	Insecta	Psocodea	Psocidae				92.01	26	2	2	92.31	0.00	458.19	33.43	0
OTU25	Arthropoda	Insecta	Lepidoptera					90.59	24	1	1	95.83	0.00	458	29.69	0
OTU26	Arthropoda	Insecta	Diptera	Cecidomyiidae				94.69	23	1	1	95.65	0.00	455	25.05	0
OTU28	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Dynastinae	Cyclocephala	Cyclocephala carbonaria	97.39	21	1	1	95.24	0.00	458	32.31	0
OTU27								0.00	21	2	1	90.48	50.00	151.43	36.04	0
OTU29	Arthropoda	Insecta	Diptera	Ceratopogonidae				95.38	20	2	2	90.00	0.00	458.25	33.82	0
OTU30	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep1004	96.93	18	1	1	94.44	0.00	458	32.53	0
OTU31	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.71	17	2	2	88.24	0.00	457.59	39.72	0
OTU36	Arthropoda	Insecta	Diptera					97.79	15	1	1	93.33	0.00	458	31.22	0
OTU34								0.00	15	1	1	93.33	0.00	458	37.99	0
OTU35	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.51	15	2	2	86.67	0.00	457.6	33.13	0
OTU32	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga panamana	90.15	15	2	2	86.67	0.00	457.67	35.4	0
OTU33	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Stenoma		97.58	15	2	2	86.67	0.00	457.6	34.09	0
OTU38								0.00	14	2	1	85.71	50.00	458.5	35.22	0
OTU39	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep1180	91.68	14	1	1	92.86	0.00	458	31.44	0
OTU37	Arthropoda	Insecta	Diptera	Cecidomyiidae				90.11	14	1	1	92.86	0.00	458	27.07	0
OTU41								0.00	12	1	1	91.67	0.00	458	29.26	0
OTU40	Arthropoda	Insecta	Lepidoptera					94.31	12	1	1	91.67	0.00	458	32.31	0
OTU45	Arthropoda	Insecta	Hemiptera	Derbidae		Herpis	Herpis sp. BWB-2020	91.70	10	1	1	90.00	0.00	458	31	0
OTU44								0.00	10	1	1	90.00	0.00	458	34.06	0
OTU43								0.00	10	1	1	90.00	0.00	458	35.15	0
OTU42	Arthropoda	Insecta	Coleoptera	Lampyridae				97.13	10	1	1	90.00	0.00	458	31.66	0
OTU46								0.00	9	1	1	88.89	0.00	458	40.61	0
OTU49	Arthropoda	Insecta	Diptera	Chironomidae				96.01	8	1	1	87.50	0.00	458	32.97	0
OTU48								0.00	8	1	1	87.50	0.00	146	39.73	0
OTU47	Arthropoda	Insecta	Coleoptera	Nitidulidae	Cillaeinae	Conotelus		91.25	8	1	1	87.50	0.00	458	34.72	0
OTU50	Arthropoda	Insecta	Diptera					97.13	7	1	1	85.71	0.00	458	39.74	0
OTU51	Arthropoda	Insecta	Lepidoptera	Tineidae				90.81	7	1	1	85.71	0.00	458	31.66	0
OTU52	Arthropoda	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae	Culicoides		94.49	6	1	1	83.33	0.00	458	34.93	0
OTU53								0.00	6	1	1	83.33	0.00	458	32.1	0
OTU54	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalinae	Cymindis	Cymindis arizonensis	93.46	6	1	1	83.33	0.00	459	30.5	0
OTU56	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep275	95.40	6	1	1	83.33	0.00	458	31.44	0
OTU57	Arthropoda	Insecta	Lepidoptera	Depressariidae				95.18	6	1	1	83.33	0.00	458	34.72	0
OTU55	Arthropoda	Insecta	Lepidoptera	Crambidae	Crambinae	Glaucocharis	Glaucocharis electra	91.23	6	1	1	83.33	0.00	458	32.1	0
OTU66	Arthropoda	Insecta	Hemiptera					95.82	6	1	1	83.33	0.00	458	34.72	0
OTU61								0.00	6	1	1	83.33	0.00	268	35.82	0
OTU60	Arthropoda	Insecta	Lepidoptera					96.04	6	1	1	83.33	0.00	457	30.85	0
OTU63	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				93.83	6	1	1	83.33	0.00	458	36.24	0
OTU62	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.36	6	1	1	83.33	0.00	458	26.86	0
OTU65								0.00	6	1	1	83.33	0.00	458	30.79	0
OTU64								0.00	6	1	1	83.33	0.00	458	41.05	0
OTU58	Arthropoda	Insecta	Hemiptera					97.14	6	1	1	83.33	0.00	458	32.53	0
OTU59								0.00	6	1	1	83.33	0.00	458	35.15	0
OTU72								0.00	5	1	1	80.00	0.00	459	32.68	0
OTU73	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga densata	97.75	5	1	1	80.00	0.00	457	37.2	0
OTU70								0.00	5	1	1	80.00	0.00	459	32.68	0
OTU71								0.00	5	1	1	80.00	0.00	458	33.62	0
OTU76								0.00	5	1	1	80.00	0.00	458	39.3	0
OTU74	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep1006	91.23	5	1	1	80.00	0.00	456	32.89	0
OTU75	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.00	5	1	1	80.00	0.00	458	25.55	0
OTU67	Arthropoda	Insecta	Lepidoptera	Nolidae	Nolinae	Callinola	Callinola BioLep709	92.12	5	1	1	80.00	0.00	458	30.57	0
OTU69								0.00	5	1	1	80.00	0.00	448	34.15	0
OTU68								0.00	5	1	1	80.00	0.00	458	36.9	0
