OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.80	936	35	35	96.26	0.00	454.51	37.56	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	332	6	6	98.19	0.00	457.89	38	0
OTU3	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	253	6	6	97.63	0.00	458.42	30.32	0
OTU4								0.00	130	10	1	92.31	90.00	457.72	38.03	0
OTU5	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	124	7	7	94.35	0.00	457.82	38.2	0
OTU6	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep168	95.62	63	3	3	95.24	0.00	457.84	31.23	0
OTU7								0.00	53	3	1	94.34	66.67	457.36	38.04	0
OTU8	Arthropoda	Insecta	Psocodea	Psocidae				92.01	44	4	4	90.91	0.00	457.61	33.49	0
OTU9								0.00	33	1	1	96.97	0.00	458	30.79	0
OTU10								0.00	32	2	1	93.75	50.00	457.53	33.77	0
OTU11	Arthropoda	Insecta	Hemiptera	Derbidae		Oropuna		96.48	31	2	2	93.55	0.00	457.81	31.41	0
OTU12	Arthropoda	Insecta	Blattodea					94.49	29	2	2	93.10	0.00	457.62	30.16	0
OTU13	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Ostha	Ostha Janzen249	90.77	29	2	2	93.10	0.00	456.69	35.19	0
OTU14	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae			90.15	27	3	2	88.89	33.33	458.89	31.38	0
OTU15								0.00	23	3	1	86.96	66.67	456.65	29.13	0
OTU16	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	23	2	2	91.30	0.00	457.48	33.55	0
OTU17	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota sp	95.84	17	2	2	88.24	0.00	457.71	39.98	0
OTU18								0.00	16	1	1	93.75	0.00	459	32.68	0
