OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	2142	34	34	98.41	0.00	458.5	30.32	0
OTU2								0.00	405	10	1	97.53	90.00	457.88	35.17	0
OTU3	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	358	10	10	97.21	0.00	457.76	38.23	0
OTU4	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep3631	93.42	231	8	8	96.54	0.00	457.82	29.92	0
OTU6	Arthropoda	Insecta	Diptera					96.25	155	7	7	95.48	0.00	457.96	39.53	0
OTU5	Arthropoda	Insecta	Lepidoptera	unclassified Lepidoptera		lepJanzen01	lepJanzen01 Janzen01	96.92	155	6	6	96.13	0.00	457.78	31.01	0
OTU7	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	121	8	8	93.39	0.00	426.51	29.97	0
OTU8	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.69	119	15	15	87.39	0.00	397.52	33.89	0
OTU9								0.00	91	3	1	96.70	66.67	458	30.8	0
OTU10	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha		97.59	83	4	4	95.18	0.00	457.78	32.08	0
OTU11	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	81	5	5	93.83	0.00	456.94	33.51	0
OTU12	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Macronematinae	Leptonema	Leptonema sinuatum	97.37	79	4	4	94.94	0.00	457.85	38.44	0
OTU14	Arthropoda	Insecta	Lepidoptera					96.49	75	2	2	97.33	0.00	457.88	31.89	0
OTU13	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha	Antaeotricha Janzen245	94.08	75	2	2	97.33	0.00	457.17	31.97	0
OTU15	Arthropoda	Insecta	Hemiptera					94.51	70	5	5	92.86	0.00	458.04	32.96	0
OTU16	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	67	5	5	92.54	0.00	457.51	32.95	0
OTU17	Arthropoda	Insecta	Lepidoptera	Cossidae	Hypoptinae	Langsdorfia	Langsdorfia luniferaDHJ03	96.92	65	4	4	93.85	0.00	457.75	35.37	0
