OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.71	377	33	33	91.25	0.00	450.73	39.52	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	351	12	12	96.58	0.00	456.96	37.57	0
OTU3								0.00	221	10	1	95.48	90.00	458.25	43.04	0
OTU4	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	192	5	5	97.40	0.00	457.91	32.32	0
OTU5	Arthropoda	Insecta	Hemiptera	Reduviidae	Saicinae	Saica		92.56	165	4	4	97.58	0.00	457.93	33.19	0
OTU6	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	128	7	7	94.53	0.00	456.98	33.54	0
OTU7	Arthropoda	Insecta	Coleoptera	Tenebrionidae				91.65	120	8	8	93.33	0.00	457.87	45.1	0
OTU8	Arthropoda	Insecta	Lepidoptera					90.59	101	3	3	97.03	0.00	458.03	29.71	0
OTU9	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga sp	90.79	96	5	2	94.79	60.00	457.73	37.9	0
OTU10	Arthropoda	Insecta	Coleoptera					91.84	90	14	10	84.44	28.57	411.09	30.14	0
OTU11								0.00	89	3	1	96.63	66.67	457.48	38.71	0
OTU12								0.00	84	3	1	96.43	66.67	457.85	35.16	0
OTU13	Arthropoda	Insecta	Lepidoptera	Crambidae				90.59	74	4	4	94.59	0.00	458.09	31.43	0
OTU14	Arthropoda	Insecta	Psocodea	Psocidae				91.75	71	3	3	95.77	0.00	457.9	33.63	0
OTU15	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	67	2	2	97.01	0.00	457.67	31.25	0
OTU16	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.78	64	7	7	89.06	0.00	398.11	33.81	0
OTU17								0.00	58	3	1	94.83	66.67	458.1	37.82	0
OTU18								0.00	50	3	1	94.00	66.67	457.64	37.08	0
OTU19	Arthropoda	Insecta	Diptera					96.25	49	2	2	95.92	0.00	458	39.49	0
OTU20								0.00	46	4	1	91.30	75.00	457.98	33.43	0
OTU21								0.00	45	2	1	95.56	50.00	457.84	35.38	0
OTU22	Arthropoda	Insecta	Lepidoptera	Tineidae				95.37	39	3	3	92.31	0.00	458	33.28	0
OTU23	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Chiasmia	Chiasmia sp. ANIC1	91.01	37	2	2	94.59	0.00	457.73	32.12	0
