OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Hemiptera	Cicadidae	Cicadinae	Fidicina	Fidicina mannifera	97.81	487	14	14	97.13	0.00	457.9	32.32	0
OTU2	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.74	274	25	25	90.88	0.00	394.37	33.88	0
OTU3	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	250	10	10	96.00	0.00	457.2	33.59	0
OTU4	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.71	227	17	17	92.51	0.00	455.06	39.37	0
OTU5	Arthropoda	Insecta	Coleoptera	Scarabaeidae				93.55	145	4	4	97.24	0.00	457.56	34.92	0
OTU6	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	140	3	3	97.86	0.00	457.8	31.24	0
OTU7	Arthropoda	Insecta	Diptera					96.25	138	5	5	96.38	0.00	458.04	39.53	0
OTU8	Arthropoda	Insecta	Lepidoptera	Geometridae	Ennominae	Chiasmia	Chiasmia sp. ANIC1	90.57	133	7	2	94.74	71.43	457.48	32.58	0
OTU9	Arthropoda	Insecta	Coleoptera					91.65	132	8	8	93.94	0.00	456.7	30.08	0
OTU10	Arthropoda	Insecta	Blattodea					94.49	119	3	3	97.48	0.00	457.61	30.16	0
OTU11	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			96.47	114	6	6	94.74	0.00	457.78	37.35	0
OTU12	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga densata	97.53	114	4	4	96.49	0.00	456.98	37.2	0
OTU13	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga sp	90.79	98	5	2	94.90	60.00	457.81	37.84	0
OTU14								0.00	95	3	1	96.84	66.67	457.29	33.52	0
OTU15	Arthropoda	Insecta	Lepidoptera	Depressariidae		elachBioLep01	elachBioLep01 BioLep5405	95.40	89	2	2	97.75	0.00	458.06	32.97	0
OTU16								0.00	82	3	1	96.34	66.67	457.85	35.16	0
OTU17	Arthropoda	Insecta	Diptera					91.41	81	3	3	96.30	0.00	458	39.81	0
OTU18	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	79	6	6	92.41	0.00	456.96	29.76	0
OTU19	Arthropoda	Insecta	Lepidoptera					90.55	68	4	4	94.12	0.00	457.82	30.36	0
OTU20	Arthropoda	Insecta	Lepidoptera	Crambidae	Crambinae	Myelobia	Myelobia BioLep654	92.11	68	6	3	91.18	50.00	447.28	32.74	0
OTU21								0.00	52	3	1	94.23	66.67	457.67	33.65	0
OTU22								0.00	49	2	1	95.92	50.00	458	38.15	0
OTU24	Arthropoda	Insecta	Lepidoptera					95.38	44	2	2	95.45	0.00	458.16	31.21	0
OTU23	Arthropoda	Insecta	Psocodea	Psocidae				91.75	44	3	3	93.18	0.00	457.57	33.6	0
OTU28	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.58	43	3	3	93.02	0.00	457.88	33.8	0
OTU25	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.68	43	4	4	90.70	0.00	457.7	33.75	0
OTU27	Arthropoda	Insecta	Coleoptera	Tenebrionidae				91.87	43	5	5	88.37	0.00	458	44.92	0
OTU26	Arthropoda	Insecta	Coleoptera	Tenebrionidae				91.65	43	3	3	93.02	0.00	458	44.4	0
OTU29	Arthropoda	Insecta	Hemiptera	Derbidae	Derbinae	Omolicna	Omolicna latens	94.75	40	4	4	90.00	0.00	457.4	34.26	0
OTU30	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	38	2	2	94.74	0.00	457.84	38	0
OTU31	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	38	5	5	86.84	0.00	457.68	32.96	0
OTU32	Arthropoda	Insecta	Lepidoptera	Tineidae				95.15	36	2	2	94.44	0.00	458	33.48	0
OTU33	Arthropoda	Insecta	Diptera	Phoridae	Metopininae	Metopina		97.94	35	3	3	91.43	0.00	457.26	38.33	0
