OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.71	667	45	45	93.25	0.00	445.9	39.58	0
OTU2								0.00	235	7	1	97.02	85.71	457.96	35.82	0
OTU3								0.00	184	12	1	93.48	91.67	457.34	45.15	0
OTU4	Arthropoda	Insecta	Blattodea	Ectobiidae				97.81	139	5	5	96.40	0.00	457.87	38.23	0
OTU5	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Euprosterna	Euprosterna hosia	97.81	126	4	4	96.83	0.00	458.52	30.32	0
OTU6	Arthropoda	Insecta	Lepidoptera	Limacodidae				94.93	91	4	4	95.60	0.00	456.96	29.78	0
OTU8	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.59	69	5	5	92.75	0.00	457.91	34.03	0
OTU7								0.00	69	3	1	95.65	66.67	457.77	40.43	0
OTU9								0.00	56	3	1	94.64	66.67	457.54	33.44	0
OTU10	Arthropoda	Insecta	Lepidoptera	Gelechiidae		geleBioLep01	geleBioLep01 BioLep4740	91.90	53	5	5	90.57	0.00	457.34	32.92	0
OTU12	Arthropoda	Insecta	Blattodea	Blaberidae				96.05	48	4	4	91.67	0.00	457.81	35.39	0
OTU11								0.00	48	3	1	93.75	66.67	457.98	30.79	0
OTU13								0.00	39	2	1	94.87	50.00	457.85	37.13	0
OTU14								0.00	34	2	1	94.12	50.00	457.5	33.77	0
OTU15	Arthropoda	Insecta	Lepidoptera	Gelechiidae		gelMalaise01	gelMalaise01 Malaise8081	94.75	27	4	4	85.19	0.00	458.07	28.12	0
OTU16	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota sp	96.49	24	4	4	83.33	0.00	460.5	39.2	0
OTU17	Arthropoda	Insecta	Lepidoptera	Psychidae				93.61	24	2	2	91.67	0.00	458	32.71	0
OTU18	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Antaeotricha	Antaeotricha Janzen245	94.08	23	2	2	91.30	0.00	457.26	31.99	0
OTU19	Arthropoda	Insecta	Hemiptera	Cicadellidae				97.80	22	1	1	95.45	0.00	458	34.28	0
OTU20								0.00	21	1	1	95.24	0.00	458	33.84	0
OTU21	Arthropoda	Insecta	Diptera	Cecidomyiidae				97.36	20	2	2	90.00	0.00	458	26.8	0
OTU22	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	19	2	2	89.47	0.00	457.74	37.58	0
OTU24	Arthropoda	Insecta	Lepidoptera					97.57	17	2	2	88.24	0.00	457.47	30.82	0
OTU23	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae			96.05	17	2	2	88.24	0.00	458.35	30.18	0
OTU25								0.00	16	1	1	93.75	0.00	458	33.62	0
OTU26	Arthropoda	Insecta	Lepidoptera	unclassified Lepidoptera		lepJanzen01	lepJanzen01 Janzen01	97.12	16	1	1	93.75	0.00	457	30.85	0
OTU28	Arthropoda	Insecta	Diptera					93.86	15	2	2	86.67	0.00	458.33	33.38	0
OTU27								0.00	15	1	1	93.33	0.00	458	34.5	0
OTU30	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.03	14	2	2	85.71	0.00	457.64	34.09	0
OTU29	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	Zanclognatha		90.20	14	2	2	85.71	0.00	458.64	31.62	0
OTU34	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	13	1	1	92.31	0.00	457	33.48	0
OTU35	Arthropoda	Insecta	Coleoptera	Tenebrionidae				90.99	13	1	1	92.31	0.00	458	44.1	0
OTU32	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	95.16	13	2	2	84.62	0.00	456.38	36.68	0
OTU33								0.00	13	2	1	84.62	50.00	458	33.49	0
OTU31	Arthropoda	Insecta	Diptera					96.25	13	1	1	92.31	0.00	458	39.52	0
OTU38	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	chryBioLep01	chryBioLep01 BioLep1004	96.93	12	1	1	91.67	0.00	458	32.53	0
OTU39	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Acrocercopinae	Acrocercops		90.81	12	1	1	91.67	0.00	458	29.26	0
OTU36	Arthropoda	Insecta	Lepidoptera	Gelechiidae		gelBioLep01	gelBioLep01 BioLep1366	90.59	12	1	1	91.67	0.00	458	29.48	0
OTU37	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.37	12	1	1	91.67	0.00	458	33.84	0
OTU43								0.00	11	1	1	90.91	0.00	458	43.23	0
OTU42								0.00	11	1	1	90.91	0.00	458	35.15	0
OTU41	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Goniohelia	Goniohelia pangraptica	97.81	11	1	1	90.91	0.00	458	30.57	0
OTU40	Arthropoda	Insecta	Lepidoptera	Megalopygidae	Trosiinae	Mesoscia	Mesoscia dumilla	96.85	11	1	1	90.91	0.00	129	27.91	0
OTU44	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Blastobasinae	blastoBioLep01	blastoBioLep01 BioLep5866	92.32	10	1	1	90.00	0.00	457	32.17	0
OTU47	Arthropoda	Insecta	Lepidoptera					96.04	9	1	1	88.89	0.00	457	30.85	0
OTU46	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Herminodes	Herminodes Poole09	96.27	9	1	1	88.89	0.00	458	31.66	0
OTU45	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	Fundella	Fundella argentina	90.37	9	1	1	88.89	0.00	458	32.97	0
OTU49	Arthropoda	Insecta	Lepidoptera	Gracillariidae		graciJanzen01	graciJanzen01 Janzen3165	95.19	8	1	1	87.50	0.00	458	30.35	0
OTU48	Arthropoda	Insecta	Diptera	Cecidomyiidae				90.11	8	1	1	87.50	0.00	458	27.07	0
OTU50	Arthropoda	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae	Culicoides		94.71	7	1	1	85.71	0.00	458	34.72	0
OTU51								0.00	7	1	1	85.71	0.00	458	35.15	0
OTU52	Arthropoda	Insecta	Lepidoptera	Depressariidae	Stenomatinae	Chlamydastis	Chlamydastis arenaria	96.71	7	1	1	85.71	0.00	458	35.15	0
OTU53	Arthropoda	Insecta	Lepidoptera	Tineidae	Acrolophinae	acroBioLep01	acroBioLep01 BioLep14	93.00	7	1	1	85.71	0.00	458	34.28	0
OTU54								0.00	7	1	1	85.71	0.00	458	27.73	0
OTU56	Arthropoda	Insecta	Lepidoptera	Erebidae	Erebinae	Ophiusa	Ophiusa melaconisia	91.03	7	1	1	85.71	0.00	458	29.04	0
OTU55								0.00	7	1	1	85.71	0.00	458	44.98	0
OTU57	Arthropoda	Insecta	Hemiptera	Alydidae				97.67	6	1	1	83.33	0.00	458	36.24	0
OTU67	Arthropoda	Insecta	Lepidoptera	Crambidae	Scopariinae	Eudonia	Eudonia stenota	90.57	6	1	1	83.33	0.00	457	28.67	0
OTU66	Arthropoda	Insecta	Diptera					95.38	6	1	1	83.33	0.00	458	37.99	0
