OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.37	217	4	4	98.16	0.00	458.07	33.84	0
OTU2	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	105	3	3	97.14	0.00	457.9	38	0
OTU3	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Trizogeniates	Trizogeniates foveicollis	97.59	88	4	4	95.45	0.00	457.66	37.7	0
OTU4								0.00	62	3	1	95.16	66.67	457.63	34.74	0
OTU5	Arthropoda	Insecta	Lepidoptera	Pyralidae	Chrysauginae	Lophopleura	Lophopleura eurzonalis	95.84	45	4	4	91.11	0.00	457.89	31.07	0
OTU6	Arthropoda	Insecta	Lepidoptera	Tineidae				97.80	37	3	3	91.89	0.00	456.86	33.63	0
OTU8								0.00	22	2	1	90.91	50.00	457.73	35.17	0
OTU7	Arthropoda	Insecta	Coleoptera	Chrysomelidae	Galerucinae			91.68	22	2	2	90.91	0.00	457.45	33.88	0
OTU9	Arthropoda	Insecta	Diptera					94.05	19	2	2	89.47	0.00	458.26	41.08	0
OTU10								0.00	16	1	1	93.75	0.00	458	37.77	0
OTU11	Arthropoda	Insecta	Lepidoptera	Pyralidae	Phycitinae	phyBioLep01	phyBioLep01 BioLep3631	93.22	15	2	2	86.67	0.00	457.67	29.93	0
OTU12	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Callistethus	Callistethus sp	97.59	13	1	1	92.31	0.00	458	34.06	0
OTU13	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Rutelinae	Pelidnota	Pelidnota notata	96.71	12	2	2	83.33	0.00	457.5	39.34	0
OTU14	Arthropoda	Insecta	Hemiptera	Cicadellidae				97.80	11	1	1	90.91	0.00	458	34.28	0
OTU15	Arthropoda	Insecta	Diptera					96.25	9	1	1	88.89	0.00	458	39.52	0
OTU16								0.00	9	1	1	88.89	0.00	458	29.91	0
OTU17	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga morganellaASolis02	97.79	7	1	1	85.71	0.00	456	38.82	0
OTU18								0.00	7	1	1	85.71	0.00	458	37.77	0
OTU19	Arthropoda	Insecta	Lepidoptera					91.85	6	1	1	83.33	0.00	457	29.76	0
OTU21	Arthropoda	Insecta	Diptera	Cecidomyiidae				93.00	6	1	1	83.33	0.00	458	25.55	0
OTU20	Arthropoda	Insecta	Lepidoptera	Erebidae	Herminiinae	Rejectaria	Rejectaria niciasalis	93.65	6	1	1	83.33	0.00	458	31	0
OTU28	Arthropoda	Insecta	Coleoptera	Staphylinidae	Aleocharinae			95.67	5	1	1	80.00	0.00	393	34.1	0
OTU25								0.00	5	1	1	80.00	0.00	459	26.58	0
OTU24								0.00	5	1	1	80.00	0.00	458	40.61	0
OTU27								0.00	5	1	1	80.00	0.00	458	41.05	0
OTU26	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Melolonthinae	Phyllophaga	Phyllophaga chiriquina	95.19	5	1	1	80.00	0.00	459	39	0
OTU23	Arthropoda	Arachnida	Trombidiformes	Erythraeidae				94.05	5	1	1	80.00	0.00	458	36.03	0
OTU22								0.00	5	1	1	80.00	0.00	457	28.88	0
