"bin_uri","classification","sampleId","sequences"
"BOLD:ADD0015","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__Megaselia;s__","BIOLOT#39871",1
"BOLD:ADD0015","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__Megaselia;s__","BIOLOT#39876",1
"BOLD:ADD0015","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__Megaselia;s__","BIOLOT#39879",374
"BOLD:ADD0015","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__Megaselia;s__","BIOLOT#39880",1
"BOLD:ADD0015","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__Megaselia;s__","BIOLOT#39882",1
"BOLD:ADD0015","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__Megaselia;s__","BLANKPCR_CTRL",1
"BOLD:ADD0244","k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydroptilidae;g__;s__","BIOLOT#39866",5
"BOLD:ADD0244","k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydroptilidae;g__;s__","BIOLOT#39869",1
"BOLD:ADD0244","k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydroptilidae;g__;s__","BIOLOT#39870",2
"BOLD:ADD0244","k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydroptilidae;g__;s__","BIOLOT#39871",6
"BOLD:ADD0244","k__Animalia;p__Arthropoda;c__Insecta;o__Trichoptera;f__Hydroptilidae;g__;s__","BIOLOT#39874",9
"BOLD:ADD0858","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39867",1
"BOLD:ADD0858","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39869",2
"BOLD:ADD0858","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39872",1
"BOLD:ADD1364","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39867",1
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39864",29
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39865",30
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39866",165
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39867",433
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39868",575
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39869",149
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39870",3491
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39871",630
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39872",2910
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39873",2619
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39874",613
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39875",845
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39876",194
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39877",790
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39878",36
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39879",238
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39880",619
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39881",166
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39882",693
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BIOLOT#39883",1499
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BLANKDNA_CTRL",17
"BOLD:ADD2003","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae;g__Sennia;s__Sennia sp. 15YB","BLANKPCR_CTRL",26
"BOLD:ADD2980","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Coleophoridae;g__Coleophora;s__Coleophora botaurella","BIOLOT#39869",1
"BOLD:ADD4547","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39868",1
"BOLD:ADD4547","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39871",13
"BOLD:ADD4547","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39872",7
"BOLD:ADD5108","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39878",5
"BOLD:ADD5108","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39881",5
"BOLD:ADD5337","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Autostichidae;g__;s__","BIOLOT#39867",13
"BOLD:ADD5337","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Autostichidae;g__;s__","BIOLOT#39871",26
"BOLD:ADD5337","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Autostichidae;g__;s__","BIOLOT#39872",51
"BOLD:ADD5337","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Autostichidae;g__;s__","BIOLOT#39875",143
"BOLD:ADD5337","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Autostichidae;g__;s__","BIOLOT#39876",1
"BOLD:ADD5740","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Curculionidae;g__;s__","BIOLOT#39875",3
"BOLD:ADD6342","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39883",3
"BOLD:ADD7164","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39865",1
"BOLD:ADD7570","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__geleBioLep01;s__geleBioLep01 BioLep1155","BIOLOT#39866",17
"BOLD:ADD7570","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__geleBioLep01;s__geleBioLep01 BioLep1155","BIOLOT#39868",22
"BOLD:ADD7570","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__geleBioLep01;s__geleBioLep01 BioLep1155","BIOLOT#39874",22
"BOLD:ADD7570","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__geleBioLep01;s__geleBioLep01 BioLep1155","BIOLOT#39877",1
"BOLD:ADD7570","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__geleBioLep01;s__geleBioLep01 BioLep1155","BIOLOT#39881",1
"BOLD:ADD7570","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__geleBioLep01;s__geleBioLep01 BioLep1155","BIOLOT#39882",1
"BOLD:ADD7570","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__geleBioLep01;s__geleBioLep01 BioLep1155","BLANKDNA_CTRL",1
"BOLD:ADD8650","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Nitidulidae;g__;s__","BIOLOT#39870",13
"BOLD:ADD8650","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Nitidulidae;g__;s__","BIOLOT#39883",6
"BOLD:ADD9693","k__Animalia;p__Arthropoda;c__Insecta;o__Hemiptera;f__Miridae;g__;s__","BIOLOT#39880",78
"BOLD:ADE0351","k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Liposcelididae;g__;s__","BIOLOT#39867",1
"BOLD:ADE0351","k__Animalia;p__Arthropoda;c__Insecta;o__Psocodea;f__Liposcelididae;g__;s__","BIOLOT#39868",4
"BOLD:ADE0356","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Blattisociidae;g__;s__","BIOLOT#39866",1
"BOLD:ADE0356","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Blattisociidae;g__;s__","BIOLOT#39868",1
"BOLD:ADE0356","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Blattisociidae;g__;s__","BIOLOT#39870",1
"BOLD:ADE0432","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Trematuridae;g__;s__","BIOLOT#39866",3
"BOLD:ADE0432","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Trematuridae;g__;s__","BIOLOT#39871",2
"BOLD:ADE1164","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Blattisociidae;g__Lasioseius;s__Lasioseius sp. 05","BIOLOT#39875",1
"BOLD:ADE1506","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39866",2
"BOLD:ADE1506","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39872",46
"BOLD:ADE1775","k__Animalia;p__Arthropoda;c__Insecta;o__Thysanoptera;f__Thripidae;g__;s__","BIOLOT#39865",1
"BOLD:ADE3134","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39867",1
"BOLD:ADE3134","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39882",1
"BOLD:ADE4375","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Ameroseiidae;g__;s__","BIOLOT#39866",3
"BOLD:ADE4375","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Ameroseiidae;g__;s__","BIOLOT#39869",1
"BOLD:ADE4375","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Ameroseiidae;g__;s__","BIOLOT#39873",2
"BOLD:ADE4375","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Ameroseiidae;g__;s__","BIOLOT#39875",3
"BOLD:ADE4375","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Ameroseiidae;g__;s__","BIOLOT#39880",4
"BOLD:ADE4375","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Ameroseiidae;g__;s__","BIOLOT#39881",9
"BOLD:ADE6228","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39871",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39864",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39866",515
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39867",252
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39868",4
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39870",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39871",4
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39872",168
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39873",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39874",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39876",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39877",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39878",3
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39879",4
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39880",3
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39881",4
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39882",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BIOLOT#39883",242
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BLANKDNA_CTRL",1
"BOLD:ADE6554","k__Animalia;p__Arthropoda;c__Insecta;o__Orthoptera;f__Trigonidiidae;g__;s__","BLANKPCR_CTRL",6
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39864",1
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39865",15
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39869",4
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39870",2
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39871",3
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39872",1
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39873",5
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39877",11
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39878",7
"BOLD:ADE6609","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39880",1
"BOLD:ADE7167","k__Animalia;p__Arthropoda;c__Arachnida;o__Mesostigmata;f__Trematuridae;g__;s__","BIOLOT#39870",12
"BOLD:ADE7208","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Cecidomyiidae;g__;s__","BIOLOT#39872",1
"BOLD:ADE7854","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Tineidae;g__;s__","BIOLOT#39875",6
"BOLD:ADE9304","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__;s__","BIOLOT#39876",1
"BOLD:ADE9304","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__;s__","BIOLOT#39878",1
"BOLD:ADE9304","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__;s__","BIOLOT#39881",3
"BOLD:ADE9304","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Carabidae;g__;s__","BIOLOT#39883",14
"BOLD:ADF0927","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 BioLep475","BIOLOT#39869",8
"BOLD:ADF0927","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 BioLep475","BIOLOT#39871",2
"BOLD:ADF0927","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 BioLep475","BIOLOT#39872",1
"BOLD:ADF0927","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 BioLep475","BIOLOT#39874",17
"BOLD:ADF0927","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 BioLep475","BIOLOT#39880",22
"BOLD:ADF0927","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 BioLep475","BIOLOT#39881",19
"BOLD:ADF1141","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__unclassified Lepidoptera, Crambidae;g__lepJanzen01, spiloBioLep01, Hymenia;s__spiloBioLep01 BioLep219, Hymenia BioAlfa215, lepJanzen01 Janzen01","BIOLOT#39865",204
"BOLD:ADF1141","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__unclassified Lepidoptera, Crambidae;g__lepJanzen01, spiloBioLep01, Hymenia;s__spiloBioLep01 BioLep219, Hymenia BioAlfa215, lepJanzen01 Janzen01","BIOLOT#39872",1
"BOLD:ADF1141","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__unclassified Lepidoptera, Crambidae;g__lepJanzen01, spiloBioLep01, Hymenia;s__spiloBioLep01 BioLep219, Hymenia BioAlfa215, lepJanzen01 Janzen01","BIOLOT#39877",1
"BOLD:ADF1141","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__unclassified Lepidoptera, Crambidae;g__lepJanzen01, spiloBioLep01, Hymenia;s__spiloBioLep01 BioLep219, Hymenia BioAlfa215, lepJanzen01 Janzen01","BIOLOT#39878",2
"BOLD:ADF1141","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__unclassified Lepidoptera, Crambidae;g__lepJanzen01, spiloBioLep01, Hymenia;s__spiloBioLep01 BioLep219, Hymenia BioAlfa215, lepJanzen01 Janzen01","BIOLOT#39881",1
"BOLD:ADF1198","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__elachJanzen01;s__elachJanzen01 Janzen1198","BIOLOT#39870",1
"BOLD:ADF1198","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__elachJanzen01;s__elachJanzen01 Janzen1198","BIOLOT#39880",71
"BOLD:ADF3145","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen753","BIOLOT#39866",1
"BOLD:ADF3145","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen753","BIOLOT#39869",1
"BOLD:ADF3145","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen753","BIOLOT#39873",1
"BOLD:ADF3145","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen753","BIOLOT#39882",103
"BOLD:ADF3145","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen753","BIOLOT#39883",1
"BOLD:ADF4405","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Scrobipalpula;s__Scrobipalpula Janzen4405","BIOLOT#39877",15
"BOLD:ADF4405","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Scrobipalpula;s__Scrobipalpula Janzen4405","BLANKPCR_CTRL",1
"BOLD:ADF5340","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39865",1
"BOLD:ADF5340","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39866",21
"BOLD:ADF5340","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39877",6
"BOLD:ADF7428","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Monotomidae;g__Monotoma;s__Monotoma arida","BIOLOT#39871",1
"BOLD:ADF8184","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Brentidae;g__;s__","BIOLOT#39864",4
"BOLD:ADF8184","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Brentidae;g__;s__","BIOLOT#39867",1
"BOLD:ADF8184","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Brentidae;g__;s__","BIOLOT#39872",16
"BOLD:ADF8184","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Brentidae;g__;s__","BIOLOT#39873",1
"BOLD:ADF8184","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Brentidae;g__;s__","BIOLOT#39874",6
"BOLD:ADF8184","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Brentidae;g__;s__","BIOLOT#39879",1
"BOLD:ADF8184","k__Animalia;p__Arthropoda;c__Insecta;o__Coleoptera;f__Brentidae;g__;s__","BIOLOT#39881",2
"BOLD:ADF9982","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Asilidae;g__Senobasis;s__Senobasis corsair","BIOLOT#39864",32
"BOLD:ADG0919","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__;g__;s__","BIOLOT#39870",12
"BOLD:ADG1137","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae, unclassified Lepidoptera;g__lepJanzen01;s__lepJanzen01 Janzen01","BIOLOT#39871",95
"BOLD:ADG1137","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pyralidae, unclassified Lepidoptera;g__lepJanzen01;s__lepJanzen01 Janzen01","BIOLOT#39879",1
"BOLD:ADG1771","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Erebidae;g__;s__","BIOLOT#39866",1
"BOLD:ADG2636","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Spilomelinae_genus;s__Spilomelinae_genus sp. 91YB","BIOLOT#39864",1
"BOLD:ADG2636","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Spilomelinae_genus;s__Spilomelinae_genus sp. 91YB","BIOLOT#39865",1
"BOLD:ADG2636","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Spilomelinae_genus;s__Spilomelinae_genus sp. 91YB","BIOLOT#39866",1
"BOLD:ADG2636","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Spilomelinae_genus;s__Spilomelinae_genus sp. 91YB","BIOLOT#39867",79
"BOLD:ADG2636","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Spilomelinae_genus;s__Spilomelinae_genus sp. 91YB","BIOLOT#39870",1
"BOLD:ADG2636","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Spilomelinae_genus;s__Spilomelinae_genus sp. 91YB","BIOLOT#39878",1
"BOLD:ADG3101","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__;s__","BIOLOT#39868",1
"BOLD:ADG3101","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__;s__","BIOLOT#39871",1
"BOLD:ADG3101","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__;s__","BIOLOT#39873",1
"BOLD:ADG3101","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__;s__","BIOLOT#39874",34
"BOLD:ADG3427","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__;s__","BIOLOT#39864",32
"BOLD:ADG3427","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__;s__","BIOLOT#39869",1
"BOLD:ADH2918","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Noctuidae;g__;s__","BIOLOT#39880",1
"BOLD:ADH3090","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39872",7
"BOLD:ADH3090","k__Animalia;p__Arthropoda;c__Insecta;o__Diptera;f__Phoridae;g__;s__","BIOLOT#39873",2
"BOLD:ADH4497","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Polyhymno;s__Polyhymno sp. 1SL","BIOLOT#39868",62
"BOLD:ADH4497","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Polyhymno;s__Polyhymno sp. 1SL","BIOLOT#39869",2
"BOLD:ADH4497","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Polyhymno;s__Polyhymno sp. 1SL","BIOLOT#39872",1
"BOLD:ADH4497","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Polyhymno;s__Polyhymno sp. 1SL","BIOLOT#39873",2
"BOLD:ADH4497","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Polyhymno;s__Polyhymno sp. 1SL","BIOLOT#39874",13
