"bin_uri","classification","sampleId","sequences"
"BOLD:AAA0030","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Psilocorsis;s__Psilocorsis Janzen900","BIOLOT#39872",1
"BOLD:AAA0081","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__unclassified Lepidoptera, Depressariidae;g__lepJanzen01, Stenoma;s__lepJanzen01 Janzen01, Stenoma Janzen148","BIOLOT#39866",2
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39864",1
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39865",41
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39867",3
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39868",1
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39869",1
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39872",1
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39873",27
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39875",49
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39876",88
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39877",12
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39878",202
"BOLD:AAA0100","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen731","BIOLOT#39881",1
"BOLD:AAA0107","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Erebidae;g__Dichomeris;s__Dichomeris Janzen76","BIOLOT#39874",3
"BOLD:AAA0118","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen99, Antaeotricha Janzen321, Antaeotricha Janzen545","BIOLOT#39867",1
"BOLD:AAA0118","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Janzen99, Antaeotricha Janzen321, Antaeotricha Janzen545","BIOLOT#39873",56
"BOLD:AAA0138","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 Janzen467","BIOLOT#39865",51
"BOLD:AAA0138","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 Janzen467","BIOLOT#39869",22
"BOLD:AAA0138","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 Janzen467","BIOLOT#39870",1
"BOLD:AAA0138","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 Janzen467","BIOLOT#39871",1
"BOLD:AAA0160","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen287","BIOLOT#39864",20
"BOLD:AAA0160","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen287","BIOLOT#39866",2
"BOLD:AAA0160","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen287","BIOLOT#39867",8
"BOLD:AAA0160","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen287","BIOLOT#39872",17
"BOLD:AAA0160","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen287","BIOLOT#39873",9
"BOLD:AAA0160","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen287","BIOLOT#39874",14
"BOLD:AAA0160","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen287","BIOLOT#39875",35
"BOLD:AAA0160","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Anacampsis;s__Anacampsis Janzen287","BIOLOT#39882",1
"BOLD:AAA0168","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 Janzen377","BIOLOT#39864",1
"BOLD:AAA0168","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 Janzen377","BIOLOT#39869",2
"BOLD:AAA0168","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 Janzen377","BIOLOT#39874",2
"BOLD:AAA0168","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__gelJanzen01;s__gelJanzen01 Janzen377","BIOLOT#39878",2
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39864",2
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39867",127
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39868",1
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39869",1
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39870",156
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39871",1
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39873",1
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39874",1
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39879",2
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39880",1
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BIOLOT#39882",1
"BOLD:AAA0194","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Pterolonchidae;g__Homaledra;s__Homaledra Janzen633","BLANKDNA_CTRL",1
"BOLD:AAA0209","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen99","BIOLOT#39877",1
"BOLD:AAA0209","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen99","BIOLOT#39878",2
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39864",6
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39865",1
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39866",1
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39867",1
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39868",3
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39870",2
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39871",2
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39872",677
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39873",4
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39875",402
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39876",9
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39877",2
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39878",4
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39879",6
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39880",5
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39881",6
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39882",564
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BIOLOT#39883",2
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BLANKDNA_CTRL",1
"BOLD:AAA0211","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Chlamydastis;s__Chlamydastis montywoodi","BLANKPCR_CTRL",1
"BOLD:AAA0214","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Aristotelia;s__Aristotelia Janzen257","BIOLOT#39864",1
"BOLD:AAA0214","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Aristotelia;s__Aristotelia Janzen257","BIOLOT#39866",184
"BOLD:AAA0214","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Aristotelia;s__Aristotelia Janzen257","BIOLOT#39871",1
"BOLD:AAA0214","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Aristotelia;s__Aristotelia Janzen257","BIOLOT#39873",1
"BOLD:AAA0214","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Aristotelia;s__Aristotelia Janzen257","BIOLOT#39876",1
"BOLD:AAA0214","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Aristotelia;s__Aristotelia Janzen257","BIOLOT#39878",1
"BOLD:AAA0214","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae;g__Aristotelia;s__Aristotelia Janzen257","BIOLOT#39879",1
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39864",1
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39865",147
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39868",1
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39869",14
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39870",1
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39872",7
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39876",1
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39877",1
"BOLD:AAA0220","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma Janzen44","BIOLOT#39878",1
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39864",2
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39865",3
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39866",5
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39867",142
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39868",5
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39869",1
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39870",302
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39871",271
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39872",1
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39873",7
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39874",376
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39875",3
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39876",2
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39877",3
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39878",2
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39879",3
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39880",6
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39881",7
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BIOLOT#39883",121
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BLANKDNA_CTRL",3
"BOLD:AAA0238","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Stenoma;s__Stenoma sp., Stenoma Janzen10, Stenoma Phillips543","BLANKPCR_CTRL",2
"BOLD:AAA0248","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Phillips21, Antaeotricha Phillips20","BIOLOT#39866",46
"BOLD:AAA0248","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Phillips21, Antaeotricha Phillips20","BIOLOT#39871",1
"BOLD:AAA0248","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Depressariidae;g__Antaeotricha;s__Antaeotricha Phillips21, Antaeotricha Phillips20","BIOLOT#39883",1
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39864",1
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39865",1
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39866",1
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39871",2
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39872",1
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39873",1
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39874",143
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39880",2
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39882",1
"BOLD:AAA0265","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__Microcramboides, cramBioLep01;s__cramBioLep01 BioLep414, cramBioLep01 BioLep679","BIOLOT#39883",2
"BOLD:AAA0267","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep777","BIOLOT#39871",1
"BOLD:AAA0267","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep777","BIOLOT#39877",57
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39865",1
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39867",4
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39869",2
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39871",1
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39872",154
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39873",1
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39875",1
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39876",1
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39877",386
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39878",518
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39880",5
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39881",2
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BIOLOT#39882",1
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BLANKDNA_CTRL",5
"BOLD:AAA0286","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Crambidae;g__cramBioLep01;s__cramBioLep01 BioLep661","BLANKPCR_CTRL",1
"BOLD:AAA0293","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Tortricidae;g__gelJanzen01, Bactra;s__Bactra philocherda, Bactra verutana, Bactra priapeia, gelJanzen01 Janzen7883","BIOLOT#39864",572
"BOLD:AAA0293","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Tortricidae;g__gelJanzen01, Bactra;s__Bactra philocherda, Bactra verutana, Bactra priapeia, gelJanzen01 Janzen7883","BIOLOT#39865",3
"BOLD:AAA0293","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Tortricidae;g__gelJanzen01, Bactra;s__Bactra philocherda, Bactra verutana, Bactra priapeia, gelJanzen01 Janzen7883","BIOLOT#39866",3
"BOLD:AAA0293","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Tortricidae;g__gelJanzen01, Bactra;s__Bactra philocherda, Bactra verutana, Bactra priapeia, gelJanzen01 Janzen7883","BIOLOT#39867",3
"BOLD:AAA0293","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Tortricidae;g__gelJanzen01, Bactra;s__Bactra philocherda, Bactra verutana, Bactra priapeia, gelJanzen01 Janzen7883","BIOLOT#39868",4
"BOLD:AAA0293","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Tortricidae;g__gelJanzen01, Bactra;s__Bactra philocherda, Bactra verutana, Bactra priapeia, gelJanzen01 Janzen7883","BIOLOT#39869",206
"BOLD:AAA0293","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Tortricidae;g__gelJanzen01, Bactra;s__Bactra philocherda, Bactra verutana, Bactra priapeia, gelJanzen01 Janzen7883","BIOLOT#39870",1
"BOLD:AAA0293","k__Animalia;p__Arthropoda;c__Insecta;o__Lepidoptera;f__Gelechiidae, Tortricidae;g__gelJanzen01, Bactra;s__Bactra philocherda, Bactra verutana, Bactra priapeia, gelJanzen01 Janzen7883","BIOLOT#39871",3
