OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Coleoptera	Rhipiceridae				90.52	2836	51	12	98.20	76.47	452.18	40.18	0
OTU2	Arthropoda	Insecta	Coleoptera	Curculionidae	Platypodinae	Euplatypus	Euplatypus sp. 5YB	96.23	2386	24	24	98.99	0.00	135.84	34.6	0
OTU3								0.00	2224	42	1	98.11	97.62	457.44	36.73	0
OTU4								0.00	2096	23	1	98.90	95.65	177.84	37.57	0
OTU5								0.00	1619	15	1	99.07	93.33	112.9	40.75	0
OTU6								0.00	646	10	1	98.45	90.00	148.16	37.91	0
OTU7								0.00	521	7	1	98.66	85.71	141.89	32.4	0
OTU8								0.00	421	5	1	98.81	80.00	108.94	27.62	0
OTU9	Arthropoda	Insecta	Diptera					96.47	271	8	8	97.05	0.00	457.93	39.54	0
OTU10								0.00	268	8	1	97.01	87.50	266.22	27.74	0
OTU11								0.00	244	4	1	98.36	75.00	130.86	27.51	0
OTU12								0.00	202	3	1	98.51	66.67	115.86	29.35	0
OTU13	Arthropoda	Insecta	Diptera	Culicidae	Culicinae	Culex	Culex sp. 6 HY-2020	91.18	159	3	3	98.11	0.00	101.87	28.47	0
OTU14								0.00	140	6	1	95.71	83.33	177.94	36.1	0
OTU15								0.00	120	7	1	94.17	85.71	170.22	32.8	0
OTU16	Arthropoda	Insecta	Diptera	Calliphoridae				96.93	103	5	5	95.15	0.00	457.46	35.41	0
OTU17								0.00	82	3	1	96.34	66.67	100.91	24.83	0
OTU18	Arthropoda	Insecta	Coleoptera	Hydrophilidae				90.82	82	3	3	96.34	0.00	197.2	36.01	0
OTU19								0.00	81	2	1	97.53	50.00	100.94	31.7	0
OTU20								0.00	63	2	1	96.83	50.00	114.83	29.61	0
OTU21								0.00	56	2	1	96.43	50.00	117.84	28	0
OTU22								0.00	50	3	1	94.00	66.67	138.9	35.88	0
OTU23								0.00	36	1	1	97.22	0.00	124	27.42	0
OTU24								0.00	32	2	1	93.75	50.00	137.84	43.53	0
OTU25								0.00	29	3	1	89.66	66.67	113	38.05	0
OTU26								0.00	27	1	1	96.30	0.00	175	37.71	0
OTU27								0.00	24	2	1	91.67	50.00	177.79	37.12	0
OTU28								0.00	21	2	1	90.48	50.00	118.76	34.52	0
OTU29								0.00	19	2	1	89.47	50.00	178	37.37	0
OTU32								0.00	18	1	1	94.44	0.00	151	37.09	0
OTU30								0.00	18	1	1	94.44	0.00	142	30.99	0
OTU31								0.00	18	2	1	88.89	50.00	177.72	37.14	0
OTU33								0.00	17	2	1	88.24	50.00	178	36.52	0
OTU38								0.00	16	1	1	93.75	0.00	125	40.8	0
OTU36								0.00	16	1	1	93.75	0.00	115	27.83	0
OTU37								0.00	16	3	1	81.25	66.67	178	36.52	0
OTU34								0.00	16	2	1	87.50	50.00	178	35.96	0
OTU35								0.00	16	2	1	87.50	50.00	177	37.29	0
OTU39								0.00	15	2	1	86.67	50.00	314.6	33.57	0
OTU40								0.00	15	1	1	93.33	0.00	148	38.51	0
OTU43								0.00	14	1	1	92.86	0.00	299	34.78	0
OTU42								0.00	14	2	1	85.71	50.00	178	36.16	0
OTU41								0.00	14	1	1	92.86	0.00	169	33.14	0
OTU46								0.00	13	2	1	84.62	50.00	115.62	49.3	0
OTU45								0.00	13	1	1	92.31	0.00	178	37.64	0
OTU44	Arthropoda	Insecta	Coleoptera	Curculionidae	Platypodinae	Euplatypus	Euplatypus sp. 5YB	93.33	13	1	1	92.31	0.00	136	34.56	0
OTU47								0.00	12	1	1	91.67	0.00	138	39.86	0
OTU49								0.00	11	1	1	90.91	0.00	300	35.33	0
OTU48	Arthropoda	Insecta	Coleoptera	Curculionidae	Platypodinae	Euplatypus	Euplatypus sp. 5YB	93.33	11	1	1	90.91	0.00	136	33.09	0
OTU50								0.00	10	1	1	90.00	0.00	108	37.96	0
OTU51								0.00	10	1	1	90.00	0.00	160	31.88	0
