OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1	Arthropoda	Insecta	Diptera	Chloropidae	Chloropinae	Steleocerellus	Steleocerellus sp. 2	94.44	322	7	6	97.83	14.29	121.88	28.67	0
OTU2	Arthropoda	Insecta	Lepidoptera	Limacodidae	Limacodinae	Perola	Perola BioLep05	96.71	96	3	3	96.88	0.00	457.99	32.11	0
OTU3								0.00	76	3	1	96.05	66.67	166.87	38.84	0
OTU4	Arthropoda	Insecta	Blattodea	Blaberidae				95.84	69	5	5	92.75	0.00	457.91	35.14	0
OTU5								0.00	51	4	1	92.16	75.00	457.76	38.42	0
OTU6	Arthropoda	Insecta	Lepidoptera	Euteliidae	Euteliinae	Marathyssa	Marathyssa minus	93.65	44	2	2	95.45	0.00	457.77	30.36	0
OTU8								0.00	31	1	1	96.77	0.00	140	38.57	0
OTU7								0.00	31	2	1	93.55	50.00	121.84	28.73	0
OTU9								0.00	20	1	1	95.00	0.00	107	27.1	0
OTU10	Arthropoda	Insecta	Lepidoptera	Erebidae	Calpinae	Ostha	Ostha Janzen249	90.57	17	1	1	94.12	0.00	457	35.23	0
OTU11								0.00	15	2	1	86.67	50.00	458	37.12	0
OTU12	Arthropoda	Insecta	Hemiptera	Pentatomidae	Discocephalinae	Ablaptus	Ablaptus brevirostrum	91.68	11	2	2	81.82	0.00	457.91	34.07	0
OTU13								0.00	11	1	1	90.91	0.00	137	37.23	0
OTU14	Arthropoda	Insecta	Diptera					94.71	10	1	1	90.00	0.00	458	40.83	0
OTU15	Arthropoda	Insecta	Diptera	Chloropidae	Chloropinae	Steleocerellus	Steleocerellus sp. 2	94.44	8	1	1	87.50	0.00	122	29.51	0
OTU16	Arthropoda	Insecta	Lepidoptera	Erebidae	Arctiinae	Episcepsis	Episcepsis venata	90.37	8	1	1	87.50	0.00	458	29.91	0
OTU17	Arthropoda	Insecta	Diptera					96.25	7	1	1	85.71	0.00	458	39.52	0
OTU18	Arthropoda	Insecta	Lepidoptera	Depressariidae				94.96	6	1	1	83.33	0.00	458	34.93	0
OTU21	Arthropoda	Insecta	Blattodea					92.55	5	1	1	80.00	0.00	458	34.72	0
OTU20								0.00	5	1	1	80.00	0.00	122	30.33	0
OTU19								0.00	5	1	1	80.00	0.00	458	30.57	0
