OTU	Phylum	Class	Order	Family	Subfamily	Genus	Species	Taxon Similarity	Sequences	Dereplicates	PreClusters	Dereplication Reduction (%)	Preclustering Reduction (%)	Length	GC Composition	MID
OTU1								0.00	123	4	1	96.75	75.00	457.43	36.29	0
OTU2	Arthropoda	Insecta	Blattodea	Blaberidae				94.27	100	3	3	97.00	0.00	457.73	35.41	0
OTU3								0.00	66	3	1	95.45	66.67	191.08	36.09	0
OTU4								0.00	57	2	1	96.49	50.00	106.82	27.15	0
OTU5	Arthropoda	Insecta	Hemiptera	Coreidae				96.26	40	3	3	92.50	0.00	457.45	37.07	0
OTU6	Arthropoda	Insecta	Coleoptera	Curculionidae	Platypodinae	Euplatypus	Euplatypus sp. 5YB	96.19	35	2	2	94.29	0.00	135.83	34.6	0
OTU7								0.00	34	2	1	94.12	50.00	127.29	30.64	0
OTU8								0.00	27	2	1	92.59	50.00	457.81	32.98	0
OTU9								0.00	26	2	1	92.31	50.00	100.77	42.67	0
OTU10								0.00	16	1	1	93.75	0.00	110	41.82	0
OTU11	Arthropoda	Insecta	Diptera					96.25	13	1	1	92.31	0.00	458	39.52	0
OTU12								0.00	13	1	1	92.31	0.00	136	38.24	0
OTU13								0.00	13	1	1	92.31	0.00	222	39.19	0
OTU14	Arthropoda	Insecta	Coleoptera	Scarabaeidae				96.48	12	2	2	83.33	0.00	458	34.93	0
OTU15								0.00	10	1	1	90.00	0.00	156	32.69	0
OTU16								0.00	10	1	1	90.00	0.00	112	24.11	0
OTU17								0.00	10	1	1	90.00	0.00	124	23.39	0
OTU18	Arthropoda	Insecta	Coleoptera	Hydrophilidae				92.89	10	2	2	80.00	0.00	197.5	36.46	0
OTU19	Arthropoda	Insecta	Diptera	Culicidae	Culicinae	Culex	Culex sp. 6 HY-2020	91.18	8	1	1	87.50	0.00	102	28.43	0
OTU21								0.00	8	1	1	87.50	0.00	137	37.96	0
OTU20								0.00	8	1	1	87.50	0.00	102	39.22	0
OTU24								0.00	7	1	1	85.71	0.00	458	30.79	0
OTU23								0.00	7	1	1	85.71	0.00	107	29.91	0
OTU22								0.00	7	1	1	85.71	0.00	135	39.26	0
OTU25								0.00	6	1	1	83.33	0.00	458	39.3	0
OTU26								0.00	6	1	1	83.33	0.00	101	47.52	0
OTU30	Arthropoda	Insecta	Lepidoptera	Oecophoridae		oecoBioLep01	oecoBiolep01 BioLep31	97.14	5	1	1	80.00	0.00	458	30.13	0
OTU29	Arthropoda	Insecta	Coleoptera	Hydrophilidae				90.36	5	1	1	80.00	0.00	197	36.04	0
OTU28								0.00	5	1	1	80.00	0.00	458	30.57	0
OTU27								0.00	5	1	1	80.00	0.00	139	37.41	0
